week_ending_date,calendar_year,marketing_year,calendar_month,marketing_year_month,calendar_week,marketing_year_week,commodity,country,weekly_exports,accumulated_exports,outstanding_sales,gross_new_sales,current_marketing_year_net_sales,current_marketing_year_total_commitment,next_marketing_year_outstanding_sales,next_marketing_year_net_sales,unit
2024-08-29,2024,2024,8,11,35,48,soybean meal,european union,0,0,97743,0,0,97743,752802,114000,Metric Tons
2024-09-05,2024,2024,9,12,36,49,soybean meal,european union,0,0,87743,0,-10000,87743,827802,75000,Metric Tons
2024-09-12,2024,2024,9,12,37,50,soybean meal,european union,0,0,86743,7000,-1000,86743,820802,-7000,Metric Tons
2024-09-19,2024,2024,9,12,38,51,soybean meal,european union,0,0,71743,0,-15000,71743,823802,3000,Metric Tons
2024-09-26,2024,2024,9,12,39,52,soybean meal,european union,0,0,64743,0,-7000,64743,833802,10000,Metric Tons
2024-10-03,2024,2024,10,1,40,53,soybean meal,european union,0,0,49700,0,-15043,49700,917901,34399,Metric Tons
2016-06-02,2016,2017,6,1,22,1,wheat,mexico,55,55,540,600,-5,595,0,0,Metric Tons
2016-06-09,2016,2017,6,1,23,2,wheat,mexico,0,55,540,0,0,595,0,0,Metric Tons
2016-06-16,2016,2017,6,1,24,3,wheat,mexico,28,83,1110,600,598,1193,0,0,Metric Tons
2016-06-23,2016,2017,6,1,25,4,wheat,mexico,110,193,1343,345,343,1536,0,0,Metric Tons
2016-06-30,2016,2017,6,1,26,5,wheat,mexico,29578,29771,1203,1938,29438,30974,0,0,Metric Tons
2016-07-07,2016,2017,7,2,27,6,wheat,mexico,0,29771,1203,0,0,30974,0,0,Metric Tons
2016-07-14,2016,2017,7,2,28,7,wheat,mexico,30056,59827,1147,2500,30000,60974,0,0,Metric Tons
2016-07-21,2016,2017,7,2,29,8,wheat,mexico,29,59856,1118,0,0,60974,0,0,Metric Tons
2016-07-28,2016,2017,7,2,30,9,wheat,mexico,29,59885,1090,1,1,60975,0,0,Metric Tons
2016-08-04,2016,2017,8,3,31,10,wheat,mexico,2,59887,1088,0,0,60975,0,0,Metric Tons
2016-08-11,2016,2017,8,3,32,11,wheat,mexico,0,59887,1088,0,0,60975,0,0,Metric Tons
2016-08-18,2016,2017,8,3,33,12,wheat,mexico,29925,89812,1080,1425,29917,90892,0,0,Metric Tons
2016-08-25,2016,2017,8,3,34,13,wheat,mexico,0,89812,1080,0,0,90892,0,0,Metric Tons
2016-09-01,2016,2017,9,4,35,14,wheat,mexico,0,89812,1080,0,0,90892,0,0,Metric Tons
2016-09-08,2016,2017,9,4,36,15,wheat,mexico,30008,119820,1080,1008,30008,120900,0,0,Metric Tons
2016-09-15,2016,2017,9,4,37,16,wheat,mexico,0,119820,1080,0,0,120900,0,0,Metric Tons
2016-09-22,2016,2017,9,4,38,17,wheat,mexico,27323,147143,1080,0,27323,148223,0,0,Metric Tons
2016-09-29,2016,2017,9,4,39,18,wheat,mexico,49986,197129,1080,0,49986,198209,0,0,Metric Tons
2016-10-06,2016,2017,10,5,40,19,wheat,mexico,27800,224929,1080,300,27800,226009,0,0,Metric Tons
2016-10-13,2016,2017,10,5,41,20,wheat,mexico,0,224929,1080,0,0,226009,0,0,Metric Tons
2016-10-20,2016,2017,10,5,42,21,wheat,mexico,7865,232794,1080,7865,7865,233874,0,0,Metric Tons
2016-10-27,2016,2017,10,5,43,22,wheat,mexico,86,232880,1080,86,86,233960,0,0,Metric Tons
2016-11-03,2016,2017,11,6,44,23,wheat,mexico,0,232880,1488,408,408,234368,0,0,Metric Tons
2016-11-10,2016,2017,11,6,45,24,wheat,mexico,0,232880,1488,0,0,234368,0,0,Metric Tons
2016-11-17,2016,2017,11,6,46,25,wheat,mexico,0,232880,1488,0,0,234368,0,0,Metric Tons
2016-11-24,2016,2017,11,6,47,26,wheat,mexico,128,233008,1378,18,18,234386,0,0,Metric Tons
2016-12-01,2016,2017,12,7,48,27,wheat,mexico,0,233008,1378,0,0,234386,0,0,Metric Tons
2016-12-08,2016,2017,12,7,49,28,wheat,mexico,0,233008,1378,0,0,234386,0,0,Metric Tons
2016-12-15,2016,2017,12,7,50,29,wheat,mexico,28813,261821,1378,0,28813,263199,0,0,Metric Tons
2016-12-22,2016,2017,12,7,51,30,wheat,mexico,0,261821,1378,0,0,263199,0,0,Metric Tons
2016-12-29,2016,2017,12,7,52,31,wheat,mexico,0,261821,1378,0,0,263199,0,0,Metric Tons
2017-01-05,2017,2017,1,8,1,32,wheat,mexico,338,262159,1080,40,40,263239,0,0,Metric Tons
2017-01-12,2017,2017,1,8,2,33,wheat,mexico,0,262159,1080,0,0,263239,0,0,Metric Tons
2017-01-19,2017,2017,1,8,3,34,wheat,mexico,0,262159,1511,431,431,263670,0,0,Metric Tons
2017-01-26,2017,2017,1,8,4,35,wheat,mexico,519,262678,3542,2722,2550,266220,0,0,Metric Tons
2017-02-02,2017,2017,2,9,5,36,wheat,mexico,894,263572,2648,0,0,266220,0,0,Metric Tons
2017-02-09,2017,2017,2,9,6,37,wheat,mexico,638,264210,3371,1361,1361,267581,0,0,Metric Tons
2017-02-16,2017,2017,2,9,7,38,wheat,mexico,115,264325,3256,0,0,267581,0,0,Metric Tons
2017-02-23,2017,2017,2,9,8,39,wheat,mexico,0,264325,4617,1361,1361,268942,0,0,Metric Tons
2017-03-02,2017,2017,3,10,9,40,wheat,mexico,0,264325,4617,0,0,268942,0,0,Metric Tons
2017-03-09,2017,2017,3,10,10,41,wheat,mexico,285,264610,4332,0,0,268942,0,0,Metric Tons
2017-03-16,2017,2017,3,10,11,42,wheat,mexico,2867,267477,1465,0,0,268942,0,0,Metric Tons
2017-03-23,2017,2017,3,10,12,43,wheat,mexico,276,267753,1207,18,18,268960,0,0,Metric Tons
2017-03-30,2017,2017,3,10,13,44,wheat,mexico,0,267753,1206,0,-1,268959,0,0,Metric Tons
2017-04-06,2017,2017,4,11,14,45,wheat,mexico,139,267892,1067,0,0,268959,0,0,Metric Tons
2017-04-13,2017,2017,4,11,15,46,wheat,mexico,0,267892,1051,0,-16,268943,0,0,Metric Tons
2017-04-20,2017,2017,4,11,16,47,wheat,mexico,29,267921,1022,0,0,268943,0,0,Metric Tons
2017-04-27,2017,2017,4,11,17,48,wheat,mexico,103,268024,1539,620,620,269563,0,0,Metric Tons
2017-05-04,2017,2017,5,12,18,49,wheat,mexico,27,268051,1439,0,-73,269490,0,0,Metric Tons
2017-05-11,2017,2017,5,12,19,50,wheat,mexico,30,268081,1409,0,0,269490,0,0,Metric Tons
2017-05-18,2017,2017,5,12,20,51,wheat,mexico,207,268288,1202,0,0,269490,0,0,Metric Tons
2017-05-25,2017,2017,5,12,21,52,wheat,mexico,263,268551,939,0,0,269490,0,0,Metric Tons
2017-06-01,2017,2017,6,1,22,53,wheat,mexico,0,268551,939,0,0,269490,911,0,Metric Tons
2019-09-05,2019,2020,9,1,36,1,soybeans,japan,48823,48823,1846782,755908,644279,1895605,0,0,Metric Tons
2019-09-12,2019,2020,9,1,37,2,soybeans,japan,30145,78968,2011434,194899,194797,2090402,0,0,Metric Tons
2019-09-19,2019,2020,9,1,38,3,soybeans,japan,104389,183357,1958434,53586,51389,2141791,0,0,Metric Tons
2019-09-26,2019,2020,9,1,39,4,soybeans,japan,117612,300969,1873704,26525,32882,2174673,0,0,Metric Tons
2019-10-03,2019,2020,10,2,40,5,soybeans,japan,121162,422131,1787922,13642,35380,2210053,0,0,Metric Tons
2019-10-10,2019,2020,10,2,41,6,soybeans,japan,95979,518110,1793979,104185,102036,2312089,0,0,Metric Tons
2019-10-17,2019,2020,10,2,42,7,soybeans,japan,175107,693217,1743408,90878,124536,2436625,0,0,Metric Tons
2019-10-24,2019,2020,10,2,43,8,soybeans,japan,207520,900737,1597290,61789,61402,2498027,0,0,Metric Tons
2019-10-31,2019,2020,10,2,44,9,soybeans,japan,68314,969051,1635570,109046,106594,2604621,0,0,Metric Tons
2019-11-07,2019,2020,11,3,45,10,soybeans,japan,131402,1100453,1513806,10667,9638,2614259,0,0,Metric Tons
2019-11-14,2019,2020,11,3,46,11,soybeans,japan,53310,1153763,1517658,77340,57162,2671421,0,0,Metric Tons
2019-11-21,2019,2020,11,3,47,12,soybeans,japan,41551,1195314,1531093,56061,54986,2726407,0,0,Metric Tons
2019-11-28,2019,2020,11,3,48,13,soybeans,japan,80469,1275783,1490900,349,40276,2766683,0,0,Metric Tons
2019-12-05,2019,2020,12,4,49,14,soybeans,japan,57226,1333009,1445298,12125,11624,2778307,0,0,Metric Tons
2019-12-12,2019,2020,12,4,50,15,soybeans,japan,120620,1453629,1333835,16032,9157,2787464,0,0,Metric Tons
2019-12-19,2019,2020,12,4,51,16,soybeans,japan,53031,1506660,1342238,61434,61434,2848898,0,0,Metric Tons
2019-12-26,2019,2020,12,4,52,17,soybeans,japan,109315,1615975,1232676,1746,-247,2848651,0,0,Metric Tons
2020-01-02,2020,2020,1,5,1,18,soybeans,japan,102480,1718455,1131356,2342,1160,2849811,0,0,Metric Tons
2020-01-09,2020,2020,1,5,2,19,soybeans,japan,109093,1827548,1138074,118947,115811,2965622,0,0,Metric Tons
2020-01-16,2020,2020,1,5,3,20,soybeans,japan,91749,1919297,1265236,172879,218911,3184533,0,0,Metric Tons
2020-01-23,2020,2020,1,5,4,21,soybeans,japan,62227,1981524,1200762,11158,-2247,3182286,0,0,Metric Tons
2020-01-30,2020,2020,1,5,5,22,soybeans,japan,72700,2054224,1167836,41449,39774,3222060,0,0,Metric Tons
2020-02-06,2020,2020,2,6,6,23,soybeans,japan,73045,2127269,1108784,13993,13993,3236053,0,0,Metric Tons
2020-02-13,2020,2020,2,6,7,24,soybeans,japan,139865,2267134,1048650,80926,79731,3315784,0,0,Metric Tons
2020-02-20,2020,2020,2,6,8,25,soybeans,japan,102934,2370068,949747,5464,4031,3319815,21000,21000,Metric Tons
2020-02-27,2020,2020,2,6,9,26,soybeans,japan,88198,2458266,1025570,164787,164021,3483836,21000,0,Metric Tons
2020-03-05,2020,2020,3,7,10,27,soybeans,japan,54399,2512665,993206,22968,22035,3505871,21000,0,Metric Tons
2020-03-12,2020,2020,3,7,11,28,soybeans,japan,87108,2599773,973729,68948,67631,3573502,21000,0,Metric Tons
2020-03-19,2020,2020,3,7,12,29,soybeans,japan,55519,2655292,927166,13487,8956,3582458,21000,0,Metric Tons
2020-03-26,2020,2020,3,7,13,30,soybeans,japan,124600,2779892,1190604,342853,388038,3970496,68500,47500,Metric Tons
2020-04-02,2020,2020,4,8,14,31,soybeans,japan,89952,2869844,1203395,104198,102743,4073239,353500,285000,Metric Tons
2020-04-09,2020,2020,4,8,15,32,soybeans,japan,122942,2992786,1102810,24233,22357,4095596,353500,0,Metric Tons
2020-04-16,2020,2020,4,8,16,33,soybeans,japan,41444,3034230,1068874,7771,7508,4103104,353500,0,Metric Tons
2020-04-23,2020,2020,4,8,17,34,soybeans,japan,139834,3174064,971892,43834,42852,4145956,457500,104000,Metric Tons
2020-04-30,2020,2020,4,8,18,35,soybeans,japan,65756,3239820,977270,77344,71134,4217090,501044,43544,Metric Tons
2020-05-07,2020,2020,5,9,19,36,soybeans,japan,43986,3283806,955376,22432,22092,4239182,501044,0,Metric Tons
2020-05-14,2020,2020,5,9,20,37,soybeans,japan,61341,3345147,918614,24635,24579,4263761,501044,0,Metric Tons
2020-05-21,2020,2020,5,9,21,38,soybeans,japan,116392,3461539,977240,128419,175018,4438779,501044,0,Metric Tons
2020-05-28,2020,2020,5,9,22,39,soybeans,japan,66785,3528324,912772,2317,2317,4441096,501044,0,Metric Tons
2020-06-04,2020,2020,6,10,23,40,soybeans,japan,48936,3577260,948840,85024,85004,4526100,501044,0,Metric Tons
2020-06-11,2020,2020,6,10,24,41,soybeans,japan,77112,3654372,887590,16913,15862,4541962,575044,74000,Metric Tons
2020-06-18,2020,2020,6,10,25,42,soybeans,japan,32088,3686460,887311,80863,31809,4573771,585044,10000,Metric Tons
2020-06-25,2020,2020,6,10,26,43,soybeans,japan,64676,3751136,868114,46063,45479,4619250,596202,11158,Metric Tons
2020-07-02,2020,2020,7,11,27,44,soybeans,japan,144198,3895334,780047,90214,56131,4675381,650202,54000,Metric Tons
2020-07-09,2020,2020,7,11,28,45,soybeans,japan,70724,3966058,765003,9450,55680,4731061,669798,19596,Metric Tons
2020-07-16,2020,2020,7,11,29,46,soybeans,japan,78007,4044065,668514,1534,-18482,4712579,669798,0,Metric Tons
2020-07-23,2020,2020,7,11,30,47,soybeans,japan,113374,4157439,572003,17423,16863,4729442,734586,64788,Metric Tons
2020-07-30,2020,2020,7,11,31,48,soybeans,japan,77583,4235022,495889,2143,1469,4730911,1086472,351886,Metric Tons
2020-08-06,2020,2020,8,12,32,49,soybeans,japan,123198,4358220,370955,12772,-1736,4729175,1161260,74788,Metric Tons
2020-08-13,2020,2020,8,12,33,50,soybeans,japan,79980,4438200,293028,3094,2053,4731228,1167260,6000,Metric Tons
2020-08-20,2020,2020,8,12,34,51,soybeans,japan,54795,4492995,237791,114,-442,4730786,1235568,68308,Metric Tons
2020-08-27,2020,2020,8,12,35,52,soybeans,japan,57917,4550912,181197,2660,1323,4732109,1246454,10886,Metric Tons
2020-09-03,2020,2020,9,1,36,53,soybeans,japan,71468,4622380,109966,1199,237,4732346,1617619,272183,Metric Tons
2017-09-07,2017,2018,9,1,36,1,soybeans,mexico,2447,2447,45870,1158,1158,48317,0,0,Metric Tons
2017-09-14,2017,2018,9,1,37,2,soybeans,mexico,2747,5194,43597,474,474,48791,0,0,Metric Tons
2017-09-21,2017,2018,9,1,38,3,soybeans,mexico,1604,6798,43940,1947,1947,50738,0,0,Metric Tons
2017-09-28,2017,2018,9,1,39,4,soybeans,mexico,2283,9081,44923,3266,3266,54004,0,0,Metric Tons
2017-10-05,2017,2018,10,2,40,5,soybeans,mexico,4443,13524,42386,1909,1906,55910,0,0,Metric Tons
2017-10-12,2017,2018,10,2,41,6,soybeans,mexico,3660,17184,40507,1781,1781,57691,0,0,Metric Tons
2017-10-19,2017,2018,10,2,42,7,soybeans,mexico,2073,19257,38979,545,545,58236,0,0,Metric Tons
2017-10-26,2017,2018,10,2,43,8,soybeans,mexico,2973,22230,44718,8712,8712,66948,0,0,Metric Tons
2017-11-02,2017,2018,11,3,44,9,soybeans,mexico,50469,72699,57525,44813,63276,130224,0,0,Metric Tons
2017-11-09,2017,2018,11,3,45,10,soybeans,mexico,3219,75918,53993,0,-313,129911,0,0,Metric Tons
2017-11-16,2017,2018,11,3,46,11,soybeans,mexico,1495,77413,56162,3665,3664,133575,0,0,Metric Tons
2017-11-23,2017,2018,11,3,47,12,soybeans,mexico,4401,81814,56156,4395,4395,137970,0,0,Metric Tons
2017-11-30,2017,2018,11,3,48,13,soybeans,mexico,1731,83545,59103,4678,4678,142648,0,0,Metric Tons
2017-12-07,2017,2018,12,4,49,14,soybeans,mexico,3712,87257,61355,5964,5964,148612,0,0,Metric Tons
2017-12-14,2017,2018,12,4,50,15,soybeans,mexico,3295,90552,60167,2107,2107,150719,0,0,Metric Tons
2017-12-21,2017,2018,12,4,51,16,soybeans,mexico,3305,93857,59623,2761,2761,153480,0,0,Metric Tons
2017-12-28,2017,2018,12,4,52,17,soybeans,mexico,4630,98487,55054,61,61,153541,0,0,Metric Tons
2018-01-04,2018,2018,1,5,1,18,soybeans,mexico,1202,99689,56259,2407,2407,155948,0,0,Metric Tons
2018-01-11,2018,2018,1,5,2,19,soybeans,mexico,1766,101455,54928,435,435,156383,25000,25000,Metric Tons
2018-01-18,2018,2018,1,5,3,20,soybeans,mexico,2519,103974,52485,76,76,156459,25000,0,Metric Tons
2018-01-25,2018,2018,1,5,4,21,soybeans,mexico,4705,108679,55024,7244,7244,163703,25000,0,Metric Tons
2018-02-01,2018,2018,2,6,5,22,soybeans,mexico,3814,112493,59315,8105,8105,171808,25000,0,Metric Tons
2018-02-08,2018,2018,2,6,6,23,soybeans,mexico,4879,117372,55127,691,691,172499,25000,0,Metric Tons
2018-02-15,2018,2018,2,6,7,24,soybeans,mexico,2255,119627,65463,12591,12591,185090,25000,0,Metric Tons
2018-02-22,2018,2018,2,6,8,25,soybeans,mexico,4537,124164,62610,1684,1684,186774,25000,0,Metric Tons
2018-03-01,2018,2018,3,7,9,26,soybeans,mexico,3261,127425,66698,8029,7349,194123,25680,680,Metric Tons
2018-03-08,2018,2018,3,7,10,27,soybeans,mexico,2700,130125,67804,3806,3806,197929,25680,0,Metric Tons
2018-03-15,2018,2018,3,7,11,28,soybeans,mexico,2448,132573,77444,12167,12166,210017,25680,0,Metric Tons
2018-03-22,2018,2018,3,7,12,29,soybeans,mexico,5209,137782,72371,136,136,210153,25680,0,Metric Tons
2018-03-29,2018,2018,3,7,13,30,soybeans,mexico,2146,139928,71019,794,712,210947,25680,0,Metric Tons
2018-04-05,2018,2018,4,8,14,31,soybeans,mexico,3381,143309,69338,1700,1700,212647,25680,0,Metric Tons
2018-04-12,2018,2018,4,8,15,32,soybeans,mexico,2594,145903,68033,1289,1289,213936,25680,0,Metric Tons
2018-04-19,2018,2018,4,8,16,33,soybeans,mexico,3265,149168,67205,2437,2437,216373,25680,0,Metric Tons
2018-04-26,2018,2018,4,8,17,34,soybeans,mexico,2255,151423,67813,2863,2863,219236,67680,42000,Metric Tons
2018-05-03,2018,2018,5,9,18,35,soybeans,mexico,2050,153473,69572,3809,3809,223045,67000,-680,Metric Tons
2018-05-10,2018,2018,5,9,19,36,soybeans,mexico,3226,156699,67832,1486,1486,224531,67000,0,Metric Tons
2018-05-17,2018,2018,5,9,20,37,soybeans,mexico,1698,158397,59765,14721,-6369,218162,68089,1089,Metric Tons
2018-05-24,2018,2018,5,9,21,38,soybeans,mexico,906,159303,64937,6078,6078,224240,68089,0,Metric Tons
2018-05-31,2018,2018,5,9,22,39,soybeans,mexico,2413,161716,65653,3130,3129,227369,74212,6123,Metric Tons
2018-06-07,2018,2018,6,10,23,40,soybeans,mexico,1405,163121,65747,1499,1499,228868,74212,0,Metric Tons
2018-06-14,2018,2018,6,10,24,41,soybeans,mexico,1716,164837,48475,5444,-15556,213312,74212,0,Metric Tons
2018-06-21,2018,2018,6,10,25,42,soybeans,mexico,14005,178842,54871,20952,20401,233713,74212,0,Metric Tons
2018-06-28,2018,2018,6,10,26,43,soybeans,mexico,3650,182492,71528,20307,20307,254020,74212,0,Metric Tons
2018-07-05,2018,2018,7,11,27,44,soybeans,mexico,2016,184508,89545,20033,20033,274053,74212,0,Metric Tons
2018-07-12,2018,2018,7,11,28,45,soybeans,mexico,1293,185801,162557,74305,74305,348358,74212,0,Metric Tons
2018-07-19,2018,2018,7,11,29,46,soybeans,mexico,1582,187383,210661,52408,49686,398044,74212,0,Metric Tons
2018-07-26,2018,2018,7,11,30,47,soybeans,mexico,11703,199086,224818,26631,25860,423904,74893,681,Metric Tons
2018-08-02,2018,2018,8,12,31,48,soybeans,mexico,4588,203674,221094,864,864,424768,132253,57360,Metric Tons
2018-08-09,2018,2018,8,12,32,49,soybeans,mexico,1825,205499,221362,2093,2093,426861,152253,20000,Metric Tons
2018-08-16,2018,2018,8,12,33,50,soybeans,mexico,25426,230925,195081,5443,-855,426006,178020,25767,Metric Tons
2018-08-23,2018,2018,8,12,34,51,soybeans,mexico,2660,233585,201360,8939,8939,434945,175519,-2501,Metric Tons
2018-08-30,2018,2018,8,12,35,52,soybeans,mexico,5016,238601,175960,5018,-20384,414561,176063,544,Metric Tons
2018-09-06,2018,2018,9,1,36,53,soybeans,mexico,722,239323,175298,408,60,414621,328344,4605,Metric Tons
2018-09-06,2018,2019,9,1,36,1,corn,japan,226725,226725,4386392,806227,218441,4613117,71124,0,Metric Tons
2018-09-13,2018,2019,9,1,37,2,corn,japan,398901,625626,4332116,344774,344625,4957742,80777,9653,Metric Tons
2018-09-20,2018,2019,9,1,38,3,corn,japan,342679,968305,4612621,627251,623184,5580926,71124,-9653,Metric Tons
2018-09-27,2018,2019,9,1,39,4,corn,japan,390643,1358948,4749370,527392,527392,6108318,71124,0,Metric Tons
2018-10-04,2018,2019,10,2,40,5,corn,japan,442272,1801220,4661717,313773,354619,6462937,71124,0,Metric Tons
2018-10-11,2018,2019,10,2,41,6,corn,japan,452094,2253314,4372080,223649,162457,6625394,71124,0,Metric Tons
2018-10-18,2018,2019,10,2,42,7,corn,japan,405020,2658334,4242849,278578,275789,6901183,99124,28000,Metric Tons
