calendar_year,marketing_year,calendar_month,marketing_year_month,commodity,country,attribute,amount,unit
2025,2025,12,4,soybeans,world,Area Harvested,143726.0,1000 Hectares
2025,2022,12,7,wheat,to european union,Ending Stocks,16268.0,1000 Metric Tons
2025,2024,11,3,corn,to mexico,Feed Domestic Consumption,27500.0,1000 Metric Tons
2025,2024,11,3,corn,to mexico,Trade Year Exports,25.0,1000 Metric Tons
2025,2024,11,3,corn,to mexico,Exports,25.0,1000 Metric Tons
2025,2024,11,3,corn,to mexico,Total Supply,54486.0,1000 Metric Tons
2025,2024,11,3,corn,to mexico,Trade Year Imports from U.S.,0.0,1000 Metric Tons
2025,2024,11,3,corn,to mexico,Trade Year Imports,25500.0,1000 Metric Tons
2025,2024,11,3,corn,to mexico,Imports,25500.0,1000 Metric Tons
2025,2024,11,3,corn,to mexico,Production,23200.0,1000 Metric Tons
2025,2024,11,3,corn,to mexico,Beginning Stocks,5786.0,1000 Metric Tons
2025,2024,11,3,corn,to mexico,Area Harvested,6540.0,1000 Hectares
2025,2022,12,7,wheat,to european union,Yield,5.5041,Yield (Metric Tons per Hectare)
2025,2022,12,7,wheat,to european union,Total Distribution,160351.0,1000 Metric Tons
2025,2022,12,7,wheat,to european union,Domestic Consumption,109000.0,1000 Metric Tons
2025,2024,11,3,corn,to mexico,Domestic Consumption,48800.0,1000 Metric Tons
2025,2022,12,7,wheat,to european union,"Food, Seed, and Industrial Consumption",64000.0,1000 Metric Tons
2025,2022,12,7,wheat,to european union,Feed Domestic Consumption,45000.0,1000 Metric Tons
2025,2022,12,7,wheat,to european union,Trade Year Exports,35083.0,1000 Metric Tons
2025,2022,12,7,wheat,to european union,Exports,35083.0,1000 Metric Tons
2025,2022,12,7,wheat,to european union,Total Supply,160351.0,1000 Metric Tons
2025,2022,12,7,wheat,to european union,Trade Year Imports from U.S.,381.0,1000 Metric Tons
2025,2022,12,7,wheat,to european union,Trade Year Imports,12228.0,1000 Metric Tons
2025,2022,12,7,wheat,to european union,Imports,12228.0,1000 Metric Tons
2025,2022,12,7,wheat,to european union,Production,134492.0,1000 Metric Tons
2025,2022,12,7,wheat,to european union,Beginning Stocks,13631.0,1000 Metric Tons
2025,2022,12,7,wheat,to european union,Area Harvested,24435.0,1000 Hectares
2025,2024,12,3,soybean oil,to mexico,Total Distribution,1514.0,1000 Metric Tons
2025,2024,11,3,corn,to mexico,"Food, Seed, and Industrial Consumption",21300.0,1000 Metric Tons
2025,2024,11,3,corn,to mexico,Ending Stocks,5661.0,1000 Metric Tons
2025,2024,12,4,soybeans,to european union,Food Use Domestic Consumption,220.0,1000 Metric Tons
2025,2021,7,11,corn,to united states,Ending Stocks,34975.0,1000 Metric Tons
2025,2021,4,7,soybean meal,to china,Feed Waste Domestic Consumption,70000.0,1000 Metric Tons
2025,2021,4,7,soybean meal,to china,Food Use Domestic Consumption,0.0,1000 Metric Tons
2025,2021,4,7,soybean meal,to china,Industrial Domestic Consumption,1100.0,1000 Metric Tons
2025,2021,4,7,soybean meal,to china,Exports,484.0,1000 Metric Tons
2025,2021,4,7,soybean meal,to china,Total Supply,72294.0,1000 Metric Tons
2025,2021,4,7,soybean meal,to china,Imports,56.0,1000 Metric Tons
2025,2021,4,7,soybean meal,to china,Production,71280.0,1000 Metric Tons
2025,2021,4,7,soybean meal,to china,Beginning Stocks,958.0,1000 Metric Tons
2025,2021,4,7,soybean meal,to china,Extraction Rate,0.792,Percentage
2025,2021,4,7,soybean meal,to china,Crush,90000.0,1000 Metric Tons
2025,2021,7,11,corn,to united states,Yield,11.0911,Yield (Metric Tons per Hectare)
2025,2021,7,11,corn,to united states,Total Distribution,413442.0,1000 Metric Tons
2025,2021,7,11,corn,to united states,Domestic Consumption,315665.0,1000 Metric Tons
2025,2024,11,3,corn,to mexico,Total Distribution,54486.0,1000 Metric Tons
2025,2021,7,11,corn,to united states,"Food, Seed, and Industrial Consumption",171628.0,1000 Metric Tons
2025,2021,7,11,corn,to united states,Feed Domestic Consumption,144037.0,1000 Metric Tons
2025,2021,7,11,corn,to united states,Trade Year Exports,62903.0,1000 Metric Tons
2025,2021,7,11,corn,to united states,Exports,62802.0,1000 Metric Tons
2025,2021,7,11,corn,to united states,Total Supply,413442.0,1000 Metric Tons
2025,2021,7,11,corn,to united states,Trade Year Imports from U.S.,0.0,1000 Metric Tons
2025,2021,7,11,corn,to united states,Trade Year Imports,607.0,1000 Metric Tons
2025,2021,7,11,corn,to united states,Imports,615.0,1000 Metric Tons
2025,2021,7,11,corn,to united states,Production,381469.0,1000 Metric Tons
2025,2021,7,11,corn,to united states,Beginning Stocks,31358.0,1000 Metric Tons
2025,2021,7,11,corn,to united states,Area Harvested,34394.0,1000 Hectares
2025,2024,11,3,corn,to mexico,Yield,3.5474,Yield (Metric Tons per Hectare)
2025,2024,12,3,soybean oil,to mexico,Ending Stocks,164.0,1000 Metric Tons
2025,2024,12,3,soybean oil,to mexico,Domestic Consumption,1310.0,1000 Metric Tons
2025,2024,12,3,soybean oil,to mexico,Feed Waste Domestic Consumption,0.0,1000 Metric Tons
2025,2022,11,6,wheat,to united states,Feed Domestic Consumption,2056.0,1000 Metric Tons
2025,2025,12,3,soybean meal,to mexico,Exports,1.0,1000 Metric Tons
2025,2025,12,3,soybean meal,to mexico,Total Supply,8229.0,1000 Metric Tons
2025,2025,12,3,soybean meal,to mexico,Imports,2550.0,1000 Metric Tons
2025,2025,12,3,soybean meal,to mexico,Production,5372.0,1000 Metric Tons
2025,2025,12,3,soybean meal,to mexico,Beginning Stocks,307.0,1000 Metric Tons
2025,2025,12,3,soybean meal,to mexico,Extraction Rate,0.79,Percentage
2025,2025,12,3,soybean meal,to mexico,Crush,6800.0,1000 Metric Tons
2025,2022,11,6,wheat,to united states,Yield,3.1266,Yield (Metric Tons per Hectare)
2025,2022,11,6,wheat,to united states,Total Distribution,66562.0,1000 Metric Tons
2025,2022,11,6,wheat,to united states,Ending Stocks,15501.0,1000 Metric Tons
2025,2022,11,6,wheat,to united states,Domestic Consumption,30361.0,1000 Metric Tons
2025,2022,11,6,wheat,to united states,"Food, Seed, and Industrial Consumption",28305.0,1000 Metric Tons
2025,2022,11,6,wheat,to united states,Trade Year Exports,20250.0,1000 Metric Tons
2025,2024,12,3,soybean oil,to mexico,Food Use Domestic Consumption,1310.0,1000 Metric Tons
2025,2022,11,6,wheat,to united states,Exports,20700.0,1000 Metric Tons
2025,2022,11,6,wheat,to united states,Total Supply,66562.0,1000 Metric Tons
2025,2022,11,6,wheat,to united states,Trade Year Imports from U.S.,0.0,1000 Metric Tons
2025,2022,11,6,wheat,to united states,Trade Year Imports,3269.0,1000 Metric Tons
2025,2022,11,6,wheat,to united states,Imports,3309.0,1000 Metric Tons
2025,2022,11,6,wheat,to united states,Production,44898.0,1000 Metric Tons
2025,2022,11,6,wheat,to united states,Beginning Stocks,18355.0,1000 Metric Tons
2025,2022,11,6,wheat,to united states,Area Harvested,14360.0,1000 Hectares
2025,2024,12,4,soybeans,to european union,Yield,2.5998,Yield (Metric Tons per Hectare)
2025,2024,12,4,soybeans,to european union,Total Distribution,18855.0,1000 Metric Tons
2025,2024,12,4,soybeans,to european union,Ending Stocks,1602.0,1000 Metric Tons
2025,2024,12,4,soybeans,to european union,Domestic Consumption,16920.0,1000 Metric Tons
2025,2025,12,3,soybean meal,to mexico,Industrial Domestic Consumption,0.0,1000 Metric Tons
2025,2025,12,3,soybean meal,to mexico,Food Use Domestic Consumption,50.0,1000 Metric Tons
2025,2025,12,3,soybean meal,to mexico,Feed Waste Domestic Consumption,7850.0,1000 Metric Tons
2025,2025,12,3,soybean meal,to mexico,Domestic Consumption,7900.0,1000 Metric Tons
2025,2024,12,3,soybean oil,to mexico,Industrial Domestic Consumption,0.0,1000 Metric Tons
2025,2024,12,3,soybean oil,to mexico,Exports,40.0,1000 Metric Tons
2025,2024,12,3,soybean oil,to mexico,Total Supply,1514.0,1000 Metric Tons
2025,2024,12,3,soybean oil,to mexico,Imports,173.0,1000 Metric Tons
2025,2024,12,3,soybean oil,to mexico,Production,1227.0,1000 Metric Tons
2025,2024,12,3,soybean oil,to mexico,Beginning Stocks,114.0,1000 Metric Tons
2025,2024,12,3,soybean oil,to mexico,Extraction Rate,0.1845,Percentage
2025,2024,12,3,soybean oil,to mexico,Crush,6650.0,1000 Metric Tons
2025,2021,4,7,soybean meal,to european union,Soybean Meal Equivalent,27700.0,1000 Metric Tons
2025,2021,4,7,soybean meal,to european union,Total Distribution,29164.0,1000 Metric Tons
2025,2021,4,7,soybean meal,to european union,Ending Stocks,658.0,1000 Metric Tons
2025,2021,4,7,soybean meal,to european union,Domestic Consumption,27742.0,1000 Metric Tons
2025,2021,4,7,soybean meal,to european union,Feed Waste Domestic Consumption,27700.0,1000 Metric Tons
2025,2021,4,7,soybean meal,to european union,Food Use Domestic Consumption,32.0,1000 Metric Tons
2025,2021,4,7,soybean meal,to european union,Industrial Domestic Consumption,10.0,1000 Metric Tons
2025,2021,4,7,soybean meal,to european union,Exports,764.0,1000 Metric Tons
2025,2021,4,7,soybean meal,to european union,Total Supply,29164.0,1000 Metric Tons
2025,2021,4,7,soybean meal,to european union,Imports,16536.0,1000 Metric Tons
2025,2021,4,7,soybean meal,to european union,Production,12166.0,1000 Metric Tons
2025,2021,4,7,soybean meal,to european union,Beginning Stocks,462.0,1000 Metric Tons
2025,2021,4,7,soybean meal,to european union,Extraction Rate,0.79,Percentage
2025,2021,4,7,soybean meal,to european union,Crush,15400.0,1000 Metric Tons
2025,2025,12,3,soybean meal,to mexico,Soybean Meal Equivalent,7850.0,1000 Metric Tons
2025,2025,12,3,soybean meal,to mexico,Total Distribution,8229.0,1000 Metric Tons
2025,2025,12,3,soybean meal,to mexico,Ending Stocks,328.0,1000 Metric Tons
2025,2021,4,7,soybean meal,to china,Domestic Consumption,71100.0,1000 Metric Tons
2025,2021,4,7,soybean meal,to china,Ending Stocks,710.0,1000 Metric Tons
2025,2021,4,7,soybean meal,to china,Total Distribution,72294.0,1000 Metric Tons
2025,2024,11,3,corn,to china,Beginning Stocks,211192.0,1000 Metric Tons
2025,2024,11,3,corn,to china,Total Distribution,507932.0,1000 Metric Tons
2025,2024,11,3,corn,to china,Ending Stocks,191928.0,1000 Metric Tons
2025,2024,11,3,corn,to china,Domestic Consumption,316000.0,1000 Metric Tons
2025,2024,11,3,corn,to china,"Food, Seed, and Industrial Consumption",82000.0,1000 Metric Tons
2025,2024,11,3,corn,to china,Feed Domestic Consumption,234000.0,1000 Metric Tons
2025,2024,11,3,corn,to china,Trade Year Exports,4.0,1000 Metric Tons
2025,2024,11,3,corn,to china,Exports,4.0,1000 Metric Tons
2025,2024,11,3,corn,to china,Total Supply,507932.0,1000 Metric Tons
2025,2024,11,3,corn,to china,Trade Year Imports from U.S.,0.0,1000 Metric Tons
2025,2024,11,3,corn,to china,Trade Year Imports,1823.0,1000 Metric Tons
2025,2024,11,3,corn,to china,Imports,1823.0,1000 Metric Tons
2025,2024,11,3,corn,to china,Production,294917.0,1000 Metric Tons
2025,2024,11,3,corn,to china,Area Harvested,44741.0,1000 Hectares
2025,2022,4,7,soybean oil,to european union,Total Distribution,3892.0,1000 Metric Tons
2025,2023,4,7,soybean oil,to european union,Total Distribution,3913.0,1000 Metric Tons
2025,2023,4,7,soybean oil,to european union,Ending Stocks,621.0,1000 Metric Tons
2025,2023,4,7,soybean oil,to european union,Domestic Consumption,2630.0,1000 Metric Tons
2025,2023,4,7,soybean oil,to european union,Feed Waste Domestic Consumption,55.0,1000 Metric Tons
2025,2023,4,7,soybean oil,to european union,Food Use Domestic Consumption,1425.0,1000 Metric Tons
2025,2023,4,7,soybean oil,to european union,Industrial Domestic Consumption,1150.0,1000 Metric Tons
2025,2023,4,7,soybean oil,to european union,Exports,662.0,1000 Metric Tons
2025,2023,4,7,soybean oil,to european union,Total Supply,3913.0,1000 Metric Tons
2025,2023,4,7,soybean oil,to european union,Imports,586.0,1000 Metric Tons
2025,2023,4,7,soybean oil,to european union,Production,2755.0,1000 Metric Tons
2025,2023,4,7,soybean oil,to european union,Beginning Stocks,572.0,1000 Metric Tons
2025,2023,4,7,soybean oil,to european union,Extraction Rate,0.19,Percentage
2025,2024,11,3,corn,to china,Yield,6.5916,Yield (Metric Tons per Hectare)
2025,2021,4,7,soybean oil,to china,Crush,90000.0,1000 Metric Tons
2025,2021,4,7,soybean oil,to china,Extraction Rate,0.1792,Percentage
2025,2021,4,7,soybean oil,to china,Beginning Stocks,1180.0,1000 Metric Tons
2025,2023,12,4,corn,to european union,Yield,7.4788,Yield (Metric Tons per Hectare)
2025,2023,12,4,corn,to european union,Total Distribution,89783.0,1000 Metric Tons
2025,2023,12,4,corn,to european union,Ending Stocks,7294.0,1000 Metric Tons
2025,2023,12,4,corn,to european union,Domestic Consumption,78100.0,1000 Metric Tons
2025,2023,12,4,corn,to european union,"Food, Seed, and Industrial Consumption",20000.0,1000 Metric Tons
2025,2023,12,4,corn,to european union,Feed Domestic Consumption,58100.0,1000 Metric Tons
2025,2023,12,4,corn,to european union,Trade Year Exports,4389.0,1000 Metric Tons
2025,2023,12,4,corn,to european union,Exports,4389.0,1000 Metric Tons
2025,2023,12,4,corn,to european union,Total Supply,89783.0,1000 Metric Tons
2025,2023,12,4,corn,to european union,Trade Year Imports from U.S.,1333.0,1000 Metric Tons
2025,2023,12,4,corn,to european union,Trade Year Imports,19812.0,1000 Metric Tons
2025,2023,12,4,corn,to european union,Imports,19812.0,1000 Metric Tons
2025,2023,12,4,corn,to european union,Production,61947.0,1000 Metric Tons
2025,2023,12,4,corn,to european union,Beginning Stocks,8024.0,1000 Metric Tons
2025,2023,12,4,corn,to european union,Area Harvested,8283.0,1000 Hectares
2025,2021,4,7,soybean oil,to china,Total Distribution,17599.0,1000 Metric Tons
2025,2021,4,7,soybean oil,to china,Ending Stocks,387.0,1000 Metric Tons
2025,2021,4,7,soybean oil,to china,Domestic Consumption,17100.0,1000 Metric Tons
2025,2021,4,7,soybean oil,to china,Feed Waste Domestic Consumption,0.0,1000 Metric Tons
2025,2021,4,7,soybean oil,to china,Food Use Domestic Consumption,17100.0,1000 Metric Tons
2025,2021,4,7,soybean oil,to china,Industrial Domestic Consumption,0.0,1000 Metric Tons
2025,2021,4,7,soybean oil,to china,Exports,112.0,1000 Metric Tons
2025,2021,4,7,soybean oil,to china,Total Supply,17599.0,1000 Metric Tons
2025,2021,4,7,soybean oil,to china,Imports,291.0,1000 Metric Tons
2025,2021,4,7,soybean oil,to china,Production,16128.0,1000 Metric Tons
2025,2023,4,7,soybean oil,to european union,Crush,14500.0,1000 Metric Tons
2025,2022,4,7,soybean oil,to european union,Ending Stocks,572.0,1000 Metric Tons
2025,2021,4,7,soybean meal,to china,Soybean Meal Equivalent,70000.0,1000 Metric Tons
2025,2022,2,6,corn,to european union,Total Distribution,86922.0,1000 Metric Tons
2025,2023,8,3,wheat,to mexico,"Food, Seed, and Industrial Consumption",7700.0,1000 Metric Tons
2025,2023,8,3,wheat,to mexico,Feed Domestic Consumption,200.0,1000 Metric Tons
2025,2023,8,3,wheat,to mexico,Trade Year Exports,850.0,1000 Metric Tons
2025,2023,8,3,wheat,to mexico,Exports,850.0,1000 Metric Tons
2025,2023,8,3,wheat,to mexico,Total Supply,9525.0,1000 Metric Tons
2025,2023,8,3,wheat,to mexico,Trade Year Imports from U.S.,3493.0,1000 Metric Tons
2025,2023,8,3,wheat,to mexico,Trade Year Imports,5292.0,1000 Metric Tons
2025,2023,8,3,wheat,to mexico,Imports,5292.0,1000 Metric Tons
2025,2023,8,3,wheat,to mexico,Production,3476.0,1000 Metric Tons
2025,2023,8,3,wheat,to mexico,Beginning Stocks,757.0,1000 Metric Tons
2025,2023,8,3,wheat,to mexico,Area Harvested,560.0,1000 Hectares
2025,2022,2,6,corn,to european union,Yield,5.9185,Yield (Metric Tons per Hectare)
2025,2022,2,6,corn,to european union,Ending Stocks,8024.0,1000 Metric Tons
2025,2022,4,7,soybean oil,to european union,Domestic Consumption,2405.0,1000 Metric Tons
2025,2022,2,6,corn,to european union,Domestic Consumption,74700.0,1000 Metric Tons
2025,2022,2,6,corn,to european union,"Food, Seed, and Industrial Consumption",19200.0,1000 Metric Tons
2025,2022,2,6,corn,to european union,Feed Domestic Consumption,55500.0,1000 Metric Tons
2025,2022,2,6,corn,to european union,Trade Year Exports,4198.0,1000 Metric Tons
2025,2022,2,6,corn,to european union,Exports,4198.0,1000 Metric Tons
2025,2022,2,6,corn,to european union,Total Supply,86922.0,1000 Metric Tons
2025,2022,2,6,corn,to european union,Trade Year Imports from U.S.,174.0,1000 Metric Tons
2025,2022,2,6,corn,to european union,Trade Year Imports,23188.0,1000 Metric Tons
2025,2022,2,6,corn,to european union,Imports,23188.0,1000 Metric Tons
2025,2022,2,6,corn,to european union,Production,52379.0,1000 Metric Tons
2025,2022,2,6,corn,to european union,Beginning Stocks,11355.0,1000 Metric Tons
2025,2022,2,6,corn,to european union,Area Harvested,8850.0,1000 Hectares
2025,2023,8,3,wheat,to mexico,Domestic Consumption,7900.0,1000 Metric Tons
2025,2023,8,3,wheat,to mexico,Ending Stocks,775.0,1000 Metric Tons
2025,2023,8,3,wheat,to mexico,Total Distribution,9525.0,1000 Metric Tons
2025,2023,8,3,wheat,to mexico,Yield,6.2071,Yield (Metric Tons per Hectare)
2025,2022,4,7,soybean oil,to european union,Feed Waste Domestic Consumption,55.0,1000 Metric Tons
2025,2022,4,7,soybean oil,to european union,Food Use Domestic Consumption,1250.0,1000 Metric Tons
2025,2022,4,7,soybean oil,to european union,Industrial Domestic Consumption,1100.0,1000 Metric Tons
2025,2022,4,7,soybean oil,to european union,Exports,915.0,1000 Metric Tons
2025,2022,4,7,soybean oil,to european union,Total Supply,3892.0,1000 Metric Tons
2025,2022,4,7,soybean oil,to european union,Imports,623.0,1000 Metric Tons
2025,2022,4,7,soybean oil,to european union,Production,2717.0,1000 Metric Tons
2025,2022,4,7,soybean oil,to european union,Beginning Stocks,552.0,1000 Metric Tons
2025,2022,4,7,soybean oil,to european union,Extraction Rate,0.19,Percentage
2025,2022,4,7,soybean oil,to european union,Crush,14300.0,1000 Metric Tons
2025,2025,12,4,corn,to china,Yield,6.6591,Yield (Metric Tons per Hectare)
2025,2025,12,4,corn,to china,Total Distribution,494928.0,1000 Metric Tons
2025,2025,12,4,corn,to china,Ending Stocks,173908.0,1000 Metric Tons
2025,2025,12,4,corn,to china,Domestic Consumption,321000.0,1000 Metric Tons
2025,2025,12,4,corn,to china,"Food, Seed, and Industrial Consumption",82000.0,1000 Metric Tons
2025,2025,12,4,corn,to china,Feed Domestic Consumption,239000.0,1000 Metric Tons
2025,2025,12,4,corn,to china,Trade Year Exports,20.0,1000 Metric Tons
2025,2025,12,4,corn,to china,Exports,20.0,1000 Metric Tons
2025,2025,12,4,corn,to china,Total Supply,494928.0,1000 Metric Tons
2025,2025,12,4,corn,to china,Trade Year Imports from U.S.,0.0,1000 Metric Tons
2025,2025,12,4,corn,to china,Trade Year Imports,8000.0,1000 Metric Tons
2025,2025,12,4,corn,to china,Imports,8000.0,1000 Metric Tons
2025,2025,12,4,corn,to china,Production,295000.0,1000 Metric Tons
2025,2025,12,4,corn,to china,Beginning Stocks,191928.0,1000 Metric Tons
2025,2025,12,4,corn,to china,Area Harvested,44300.0,1000 Hectares
2025,2024,12,4,soybeans,to european union,Feed Waste Domestic Consumption,1300.0,1000 Metric Tons
2025,2024,12,4,soybeans,to european union,Crush,15400.0,1000 Metric Tons
2025,2022,3,10,wheat,to mexico,Beginning Stocks,514.0,1000 Metric Tons
2025,2021,2,6,corn,to european union,"Food, Seed, and Industrial Consumption",21700.0,1000 Metric Tons
2025,2023,4,7,soybean oil,to china,Industrial Domestic Consumption,0.0,1000 Metric Tons
2025,2023,4,7,soybean oil,to china,Exports,104.0,1000 Metric Tons
2025,2023,4,7,soybean oil,to china,Total Supply,20202.0,1000 Metric Tons
2025,2023,4,7,soybean oil,to china,Imports,381.0,1000 Metric Tons
2025,2023,4,7,soybean oil,to china,Production,18810.0,1000 Metric Tons
2025,2023,4,7,soybean oil,to china,Beginning Stocks,1011.0,1000 Metric Tons
2025,2023,4,7,soybean oil,to china,Extraction Rate,0.19,Percentage
2025,2023,4,7,soybean oil,to china,Crush,99000.0,1000 Metric Tons
2025,2021,2,6,corn,to european union,Yield,7.7676,Yield (Metric Tons per Hectare)
2025,2021,2,6,corn,to european union,Total Distribution,99082.0,1000 Metric Tons
2025,2021,2,6,corn,to european union,Ending Stocks,11355.0,1000 Metric Tons
2025,2025,12,4,soybeans,world,Beginning Stocks,123235.0,1000 Metric Tons
2025,2021,2,6,corn,to european union,Feed Domestic Consumption,60000.0,1000 Metric Tons
2025,2023,4,7,soybean oil,to china,Feed Waste Domestic Consumption,0.0,1000 Metric Tons
2025,2021,2,6,corn,to european union,Trade Year Exports,6027.0,1000 Metric Tons
2025,2021,2,6,corn,to european union,Exports,6027.0,1000 Metric Tons
2025,2021,2,6,corn,to european union,Total Supply,99082.0,1000 Metric Tons
2025,2021,2,6,corn,to european union,Trade Year Imports from U.S.,747.0,1000 Metric Tons
2025,2021,2,6,corn,to european union,Trade Year Imports,19521.0,1000 Metric Tons
2025,2021,2,6,corn,to european union,Imports,19521.0,1000 Metric Tons
2025,2021,2,6,corn,to european union,Production,71672.0,1000 Metric Tons
2025,2021,2,6,corn,to european union,Beginning Stocks,7889.0,1000 Metric Tons
2025,2021,2,6,corn,to european union,Area Harvested,9227.0,1000 Hectares
2025,2022,4,7,soybean meal,to china,Soybean Meal Equivalent,73900.0,1000 Metric Tons
2025,2022,4,7,soybean meal,to china,Total Distribution,76782.0,1000 Metric Tons
2025,2022,4,7,soybean meal,to china,Ending Stocks,937.0,1000 Metric Tons
2025,2023,4,7,soybean oil,to china,Food Use Domestic Consumption,18900.0,1000 Metric Tons
2025,2023,4,7,soybean oil,to china,Domestic Consumption,18900.0,1000 Metric Tons
2025,2024,12,4,soybeans,to european union,Exports,333.0,1000 Metric Tons
2025,2024,12,4,soybeans,to united states,Yield,3.4124,Yield (Metric Tons per Hectare)
2025,2021,4,7,soybean oil,to european union,Ending Stocks,552.0,1000 Metric Tons
2025,2021,4,7,soybean oil,to european union,Domestic Consumption,2305.0,1000 Metric Tons
2025,2021,4,7,soybean oil,to european union,Feed Waste Domestic Consumption,55.0,1000 Metric Tons
2025,2021,4,7,soybean oil,to european union,Food Use Domestic Consumption,1150.0,1000 Metric Tons
2025,2021,4,7,soybean oil,to european union,Industrial Domestic Consumption,1100.0,1000 Metric Tons
2025,2021,4,7,soybean oil,to european union,Exports,970.0,1000 Metric Tons
2025,2021,4,7,soybean oil,to european union,Total Supply,3827.0,1000 Metric Tons
2025,2021,4,7,soybean oil,to european union,Imports,458.0,1000 Metric Tons
2025,2021,4,7,soybean oil,to european union,Production,2926.0,1000 Metric Tons
2025,2021,4,7,soybean oil,to european union,Beginning Stocks,443.0,1000 Metric Tons
2025,2021,4,7,soybean oil,to european union,Extraction Rate,0.19,Percentage
2025,2021,4,7,soybean oil,to european union,Crush,15400.0,1000 Metric Tons
2025,2024,12,4,soybeans,to united states,Total Distribution,129155.0,1000 Metric Tons
2025,2023,4,7,soybean oil,to china,Ending Stocks,1198.0,1000 Metric Tons
2025,2024,12,4,soybeans,to united states,Ending Stocks,8614.0,1000 Metric Tons
2025,2024,12,4,soybeans,to united states,Domestic Consumption,69314.0,1000 Metric Tons
2025,2024,12,4,soybeans,to united states,Feed Waste Domestic Consumption,2768.0,1000 Metric Tons
2025,2024,12,4,soybeans,to united states,Food Use Domestic Consumption,0.0,1000 Metric Tons
2025,2024,12,4,soybeans,to united states,Crush,66546.0,1000 Metric Tons
2025,2024,12,4,soybeans,to united states,Exports,51227.0,1000 Metric Tons
2025,2024,12,4,soybeans,to united states,Total Supply,129155.0,1000 Metric Tons
2025,2024,12,4,soybeans,to united states,Imports,789.0,1000 Metric Tons
2025,2024,12,4,soybeans,to united states,Production,119047.0,1000 Metric Tons
2025,2024,12,4,soybeans,to united states,Beginning Stocks,9319.0,1000 Metric Tons
2025,2024,12,4,soybeans,to united states,Area Harvested,34887.0,1000 Hectares
2025,2023,4,7,soybean oil,to china,Total Distribution,20202.0,1000 Metric Tons
2025,2022,4,7,soybean meal,to china,Domestic Consumption,75050.0,1000 Metric Tons
2025,2022,4,7,soybean meal,to china,Feed Waste Domestic Consumption,73900.0,1000 Metric Tons
2025,2022,4,7,soybean meal,to china,Food Use Domestic Consumption,0.0,1000 Metric Tons
2025,2023,8,3,wheat,to japan,Trade Year Exports,309.0,1000 Metric Tons
2025,2022,7,11,corn,to united states,Trade Year Imports from U.S.,0.0,1000 Metric Tons
2025,2022,7,11,corn,to united states,Trade Year Imports,1021.0,1000 Metric Tons
2025,2022,7,11,corn,to united states,Imports,982.0,1000 Metric Tons
2025,2022,7,11,corn,to united states,Production,346739.0,1000 Metric Tons
2025,2022,7,11,corn,to united states,Beginning Stocks,34975.0,1000 Metric Tons
2025,2022,7,11,corn,to united states,Area Harvested,31851.0,1000 Hectares
2025,2023,8,3,wheat,to japan,Yield,4.9353,Yield (Metric Tons per Hectare)
2025,2023,8,3,wheat,to japan,Total Distribution,7633.0,1000 Metric Tons
2025,2023,8,3,wheat,to japan,Ending Stocks,1094.0,1000 Metric Tons
2025,2023,8,3,wheat,to japan,Domestic Consumption,6230.0,1000 Metric Tons
2025,2023,8,3,wheat,to japan,"Food, Seed, and Industrial Consumption",5500.0,1000 Metric Tons
2025,2023,8,3,wheat,to japan,Feed Domestic Consumption,730.0,1000 Metric Tons
2025,2023,8,3,wheat,to japan,Exports,309.0,1000 Metric Tons
2025,2022,4,7,soybean meal,to china,Industrial Domestic Consumption,1150.0,1000 Metric Tons
2025,2023,8,3,wheat,to japan,Total Supply,7633.0,1000 Metric Tons
2025,2023,8,3,wheat,to japan,Trade Year Imports from U.S.,2029.0,1000 Metric Tons
2025,2023,8,3,wheat,to japan,Trade Year Imports,5346.0,1000 Metric Tons
2025,2023,8,3,wheat,to japan,Imports,5346.0,1000 Metric Tons
2025,2023,8,3,wheat,to japan,Production,1145.0,1000 Metric Tons
2025,2023,8,3,wheat,to japan,Beginning Stocks,1142.0,1000 Metric Tons
2025,2023,8,3,wheat,to japan,Area Harvested,232.0,1000 Hectares
2025,2023,9,1,corn,to united states,Yield,11.1308,Yield (Metric Tons per Hectare)
2025,2023,9,1,corn,to united states,Total Distribution,424940.0,1000 Metric Tons
2025,2023,9,1,corn,to united states,Ending Stocks,44792.0,1000 Metric Tons
2025,2023,9,1,corn,to united states,Domestic Consumption,322873.0,1000 Metric Tons
2025,2023,9,1,corn,to united states,"Food, Seed, and Industrial Consumption",174739.0,1000 Metric Tons
2025,2022,7,11,corn,to united states,Total Supply,382696.0,1000 Metric Tons
2025,2022,7,11,corn,to united states,Exports,42214.0,1000 Metric Tons
2025,2022,7,11,corn,to united states,Trade Year Exports,42774.0,1000 Metric Tons
2025,2022,7,11,corn,to united states,Feed Domestic Consumption,139348.0,1000 Metric Tons
2025,2022,4,7,soybean meal,to china,Exports,795.0,1000 Metric Tons
2025,2022,4,7,soybean meal,to china,Total Supply,76782.0,1000 Metric Tons
2025,2022,4,7,soybean meal,to china,Imports,40.0,1000 Metric Tons
2025,2022,4,7,soybean meal,to china,Production,76032.0,1000 Metric Tons
2025,2022,4,7,soybean meal,to china,Beginning Stocks,710.0,1000 Metric Tons
2025,2022,4,7,soybean meal,to china,Extraction Rate,0.792,Percentage
2025,2022,4,7,soybean meal,to china,Crush,96000.0,1000 Metric Tons
2025,2025,12,4,soybeans,to china,Yield,2.0,Yield (Metric Tons per Hectare)
