calendar_year,marketing_year,calendar_month,marketing_year_month,commodity,country,attribute,amount,unit
2025,2024,12,3,soybean meal,to european union,Soybean Meal Equivalent,31200.0,1000 Metric Tons
2025,2024,12,3,soybean meal,to european union,Total Distribution,33645.0,1000 Metric Tons
2025,2024,12,3,soybean meal,to european union,Ending Stocks,1751.0,1000 Metric Tons
2025,2024,12,3,soybean meal,to european union,Domestic Consumption,31242.0,1000 Metric Tons
2025,2024,12,3,soybean meal,to european union,Feed Waste Domestic Consumption,31200.0,1000 Metric Tons
2025,2024,12,3,soybean meal,to european union,Food Use Domestic Consumption,32.0,1000 Metric Tons
2025,2024,12,3,soybean meal,to european union,Industrial Domestic Consumption,10.0,1000 Metric Tons
2025,2024,12,3,soybean meal,to european union,Total Supply,33645.0,1000 Metric Tons
2025,2021,4,8,soybeans,to european union,Food Use Domestic Consumption,220.0,1000 Metric Tons
2025,2024,12,3,soybean meal,to european union,Imports,20608.0,1000 Metric Tons
2025,2024,12,3,soybean meal,to european union,Production,12166.0,1000 Metric Tons
2025,2024,12,3,soybean meal,to european union,Beginning Stocks,871.0,1000 Metric Tons
2025,2024,12,3,soybean meal,to european union,Extraction Rate,0.79,Percentage
2025,2024,12,3,soybean meal,to european union,Crush,15400.0,1000 Metric Tons
2025,2021,4,8,soybeans,to european union,Yield,2.8189,Yield (Metric Tons per Hectare)
2025,2021,4,8,soybeans,to european union,Total Distribution,18833.0,1000 Metric Tons
2025,2021,4,8,soybeans,to european union,Ending Stocks,1572.0,1000 Metric Tons
2025,2021,4,8,soybeans,to european union,Domestic Consumption,16970.0,1000 Metric Tons
2025,2021,4,8,soybeans,to european union,Feed Waste Domestic Consumption,1350.0,1000 Metric Tons
2025,2025,12,4,soybeans,to mexico,Area Harvested,145.0,1000 Hectares
2025,2023,7,11,corn,to mexico,Yield,3.8812,Yield (Metric Tons per Hectare)
2025,2025,12,7,wheat,to japan,Domestic Consumption,6200.0,1000 Metric Tons
2025,2025,12,7,wheat,to japan,Beginning Stocks,1162.0,1000 Metric Tons
2025,2025,12,4,soybeans,to mexico,Imports,6700.0,1000 Metric Tons
2025,2025,12,4,soybeans,to mexico,Total Supply,7562.0,1000 Metric Tons
2025,2025,12,4,soybeans,to mexico,Exports,10.0,1000 Metric Tons
2025,2025,12,4,soybeans,to mexico,Crush,6800.0,1000 Metric Tons
2025,2025,12,4,soybeans,to mexico,Food Use Domestic Consumption,0.0,1000 Metric Tons
2025,2025,12,4,soybeans,to mexico,Feed Waste Domestic Consumption,85.0,1000 Metric Tons
2025,2025,12,4,soybeans,to mexico,Domestic Consumption,6885.0,1000 Metric Tons
2025,2025,12,4,soybeans,to mexico,Ending Stocks,667.0,1000 Metric Tons
2025,2025,12,4,soybeans,to mexico,Total Distribution,7562.0,1000 Metric Tons
2025,2025,12,4,soybeans,to mexico,Yield,1.931,Yield (Metric Tons per Hectare)
2025,2025,12,7,wheat,to japan,Imports,5450.0,1000 Metric Tons
2025,2025,12,7,wheat,to japan,Ending Stocks,1172.0,1000 Metric Tons
2025,2025,12,7,wheat,to japan,Production,1100.0,1000 Metric Tons
2025,2025,12,7,wheat,to japan,"Food, Seed, and Industrial Consumption",5500.0,1000 Metric Tons
2025,2025,12,7,wheat,to japan,Feed Domestic Consumption,700.0,1000 Metric Tons
2025,2025,12,7,wheat,to japan,Trade Year Exports,340.0,1000 Metric Tons
2025,2025,12,7,wheat,to japan,Exports,340.0,1000 Metric Tons
2025,2021,5,9,corn,to mexico,Area Harvested,7093.0,1000 Hectares
2025,2025,12,7,wheat,to japan,Total Supply,7712.0,1000 Metric Tons
2025,2025,12,7,wheat,to japan,Trade Year Imports from U.S.,0.0,1000 Metric Tons
2025,2025,12,4,soybeans,to mexico,Production,280.0,1000 Metric Tons
2025,2025,12,7,wheat,to japan,Trade Year Imports,5450.0,1000 Metric Tons
2025,2021,5,9,corn,to mexico,Total Supply,47675.0,1000 Metric Tons
2025,2025,12,7,wheat,to japan,Yield,4.7414,Yield (Metric Tons per Hectare)
2025,2021,5,9,corn,to mexico,Yield,3.773,Yield (Metric Tons per Hectare)
2025,2021,5,9,corn,to mexico,Trade Year Imports from U.S.,16803.0,1000 Metric Tons
2025,2021,5,9,corn,to mexico,Trade Year Imports,17584.0,1000 Metric Tons
2025,2021,5,9,corn,to mexico,Imports,17584.0,1000 Metric Tons
2025,2021,5,9,corn,to mexico,Production,26762.0,1000 Metric Tons
2025,2021,5,9,corn,to mexico,Beginning Stocks,3329.0,1000 Metric Tons
2025,2021,5,9,corn,to mexico,Total Distribution,47675.0,1000 Metric Tons
2025,2025,12,7,wheat,to japan,Total Distribution,7712.0,1000 Metric Tons
2025,2025,12,7,wheat,to japan,Area Harvested,232.0,1000 Hectares
2025,2024,12,3,soybean oil,to united states,Crush,66546.0,1000 Metric Tons
2025,2021,5,9,corn,to mexico,"Food, Seed, and Industrial Consumption",20900.0,1000 Metric Tons
2025,2021,5,9,corn,to mexico,Feed Domestic Consumption,23400.0,1000 Metric Tons
2025,2021,5,9,corn,to mexico,Trade Year Exports,250.0,1000 Metric Tons
2025,2021,5,9,corn,to mexico,Exports,250.0,1000 Metric Tons
2025,2021,5,9,corn,to mexico,Domestic Consumption,44300.0,1000 Metric Tons
2025,2021,5,9,corn,to mexico,Ending Stocks,3125.0,1000 Metric Tons
2025,2024,12,3,soybean oil,to united states,Extraction Rate,0.1992,Percentage
2024,2022,9,12,soybean oil,to united states,Feed Waste Domestic Consumption,0.0,1000 Metric Tons
2024,2021,7,10,soybean meal,to united states,Food Use Domestic Consumption,0.0,1000 Metric Tons
2024,2021,7,10,soybean meal,to united states,Feed Waste Domestic Consumption,35323.0,1000 Metric Tons
2024,2021,7,10,soybean meal,to united states,Domestic Consumption,35323.0,1000 Metric Tons
2024,2022,9,12,soybean oil,to united states,Total Distribution,12970.0,1000 Metric Tons
2024,2022,9,12,soybean oil,to united states,Ending Stocks,729.0,1000 Metric Tons
2024,2022,9,12,soybean oil,to united states,Domestic Consumption,12070.0,1000 Metric Tons
2024,2022,9,12,soybean oil,to united states,Food Use Domestic Consumption,6395.0,1000 Metric Tons
2024,2022,9,12,soybean oil,to united states,Industrial Domestic Consumption,5675.0,1000 Metric Tons
2024,2022,9,12,soybean oil,to united states,Exports,171.0,1000 Metric Tons
2024,2022,9,12,soybean oil,to united states,Total Supply,12970.0,1000 Metric Tons
2024,2022,9,12,soybean oil,to united states,Imports,170.0,1000 Metric Tons
2024,2021,7,10,soybean meal,to united states,Crush,59980.0,1000 Metric Tons
2024,2022,9,12,soybean oil,to united states,Beginning Stocks,903.0,1000 Metric Tons
2024,2022,9,12,soybean oil,to united states,Extraction Rate,0.1976,Percentage
2024,2022,9,12,soybean oil,to united states,Crush,60199.0,1000 Metric Tons
2024,2021,7,10,soybean meal,to united states,Ending Stocks,282.0,1000 Metric Tons
2024,2021,7,10,soybean meal,to united states,Total Distribution,47908.0,1000 Metric Tons
2024,2021,7,10,soybean meal,to united states,Soybean Meal Equivalent,35323.0,1000 Metric Tons
2024,2022,9,12,soybean oil,to united states,Production,11897.0,1000 Metric Tons
2024,2021,7,11,soybeans,to united states,Total Distribution,128931.0,1000 Metric Tons
2024,2021,7,10,soybean meal,to united states,Extraction Rate,0.7837,Percentage
2024,2023,12,3,soybean oil,to mexico,Total Distribution,1478.0,1000 Metric Tons
2024,2021,7,11,soybeans,to united states,Domestic Consumption,62893.0,1000 Metric Tons
2024,2021,7,11,soybeans,to united states,Feed Waste Domestic Consumption,2913.0,1000 Metric Tons
2024,2021,7,11,soybeans,to united states,Food Use Domestic Consumption,0.0,1000 Metric Tons
2024,2021,7,11,soybeans,to united states,Crush,59980.0,1000 Metric Tons
2024,2021,7,11,soybeans,to united states,Exports,58570.0,1000 Metric Tons
2024,2021,7,11,soybeans,to united states,Total Supply,128931.0,1000 Metric Tons
2024,2021,7,11,soybeans,to united states,Imports,433.0,1000 Metric Tons
2024,2021,7,11,soybeans,to united states,Production,121504.0,1000 Metric Tons
2024,2021,7,11,soybeans,to united states,Beginning Stocks,6994.0,1000 Metric Tons
2024,2021,7,11,soybeans,to united states,Area Harvested,34921.0,1000 Hectares
2024,2021,5,9,corn,to china,Total Supply,500140.0,1000 Metric Tons
2024,2021,7,10,soybean meal,to united states,Beginning Stocks,309.0,1000 Metric Tons
2024,2021,7,10,soybean meal,to united states,Production,47005.0,1000 Metric Tons
2024,2021,7,10,soybean meal,to united states,Imports,594.0,1000 Metric Tons
2024,2023,12,3,soybean oil,to mexico,Ending Stocks,114.0,1000 Metric Tons
2024,2021,7,11,soybeans,to united states,Yield,3.4794,Yield (Metric Tons per Hectare)
2024,2023,12,3,soybean oil,to mexico,Domestic Consumption,1270.0,1000 Metric Tons
2024,2023,12,3,soybean oil,to mexico,Feed Waste Domestic Consumption,0.0,1000 Metric Tons
2024,2023,12,3,soybean oil,to mexico,Food Use Domestic Consumption,1270.0,1000 Metric Tons
2024,2023,12,3,soybean oil,to mexico,Industrial Domestic Consumption,0.0,1000 Metric Tons
2024,2023,12,3,soybean oil,to mexico,Exports,94.0,1000 Metric Tons
2024,2023,12,3,soybean oil,to mexico,Total Supply,1478.0,1000 Metric Tons
2024,2023,12,3,soybean oil,to mexico,Production,1205.0,1000 Metric Tons
2024,2023,12,3,soybean oil,to mexico,Beginning Stocks,173.0,1000 Metric Tons
2024,2023,12,3,soybean oil,to mexico,Extraction Rate,0.1845,Percentage
2024,2023,12,3,soybean oil,to mexico,Crush,6530.0,1000 Metric Tons
2024,2021,7,10,soybean meal,to united states,Total Supply,47908.0,1000 Metric Tons
2024,2021,7,10,soybean meal,to united states,Exports,12303.0,1000 Metric Tons
2024,2021,7,10,soybean meal,to united states,Industrial Domestic Consumption,0.0,1000 Metric Tons
2024,2021,7,11,soybeans,to united states,Ending Stocks,7468.0,1000 Metric Tons
2024,2023,12,3,soybean oil,to mexico,Imports,100.0,1000 Metric Tons
2024,2021,5,9,corn,to china,Trade Year Imports from U.S.,15075.0,1000 Metric Tons
2024,2021,7,11,soybeans,to china,Yield,1.9483,Yield (Metric Tons per Hectare)
2024,2022,1,5,corn,to japan,Trade Year Imports,14927.0,1000 Metric Tons
2024,2021,5,9,corn,to china,Beginning Stocks,205704.0,1000 Metric Tons
2024,2021,5,9,corn,to china,Area Harvested,43324.0,1000 Hectares
2024,2022,1,5,corn,to japan,Area Harvested,2.0,1000 Hectares
2024,2022,1,5,corn,to japan,Beginning Stocks,1360.0,1000 Metric Tons
2024,2022,1,5,corn,to japan,Production,9.0,1000 Metric Tons
2024,2022,1,5,corn,to japan,Imports,14927.0,1000 Metric Tons
2024,2022,1,5,corn,to japan,Trade Year Imports from U.S.,6869.0,1000 Metric Tons
2024,2021,5,9,corn,to china,Imports,21884.0,1000 Metric Tons
2024,2022,1,5,corn,to japan,Total Supply,16296.0,1000 Metric Tons
2024,2022,1,5,corn,to japan,Exports,0.0,1000 Metric Tons
2024,2022,9,4,wheat,to japan,Feed Domestic Consumption,750.0,1000 Metric Tons
2024,2022,9,4,wheat,to japan,Yield,4.6564,Yield (Metric Tons per Hectare)
2024,2021,7,11,soybeans,to china,Total Distribution,135548.0,1000 Metric Tons
2024,2021,7,11,soybeans,to china,Ending Stocks,25146.0,1000 Metric Tons
2024,2021,5,9,corn,to china,Production,272552.0,1000 Metric Tons
2024,2021,5,9,corn,to china,Trade Year Imports,21884.0,1000 Metric Tons
2024,2021,7,11,soybeans,to china,Feed Waste Domestic Consumption,5000.0,1000 Metric Tons
2024,2022,9,4,wheat,to japan,Production,1057.0,1000 Metric Tons
2024,2021,5,9,corn,to china,Trade Year Exports,3.0,1000 Metric Tons
2024,2021,5,9,corn,to china,Exports,3.0,1000 Metric Tons
2024,2021,5,9,corn,to china,Domestic Consumption,291000.0,1000 Metric Tons
2024,2021,5,9,corn,to china,Ending Stocks,209137.0,1000 Metric Tons
2024,2022,9,4,wheat,to japan,Area Harvested,227.0,1000 Hectares
2024,2022,9,4,wheat,to japan,Beginning Stocks,1176.0,1000 Metric Tons
2024,2022,9,4,wheat,to japan,Imports,5452.0,1000 Metric Tons
2024,2021,5,9,corn,to china,Yield,6.291,Yield (Metric Tons per Hectare)
2024,2022,9,4,wheat,to japan,Trade Year Imports,5452.0,1000 Metric Tons
2024,2022,9,4,wheat,to japan,Trade Year Imports from U.S.,2070.0,1000 Metric Tons
2024,2022,9,4,wheat,to japan,Total Supply,7685.0,1000 Metric Tons
2024,2022,9,4,wheat,to japan,Exports,293.0,1000 Metric Tons
2024,2022,9,4,wheat,to japan,Trade Year Exports,293.0,1000 Metric Tons
2024,2021,5,9,corn,to china,Total Distribution,500140.0,1000 Metric Tons
2024,2021,5,9,corn,to china,"Food, Seed, and Industrial Consumption",82000.0,1000 Metric Tons
2024,2021,7,11,soybeans,to china,Domestic Consumption,110300.0,1000 Metric Tons
2024,2021,7,11,soybeans,to china,Food Use Domestic Consumption,15300.0,1000 Metric Tons
2024,2022,7,10,soybean meal,to united states,Exports,13196.0,1000 Metric Tons
2024,2022,7,10,soybean meal,to united states,Crush,60199.0,1000 Metric Tons
2024,2022,7,10,soybean meal,to united states,Extraction Rate,0.7911,Percentage
2024,2022,7,10,soybean meal,to united states,Beginning Stocks,282.0,1000 Metric Tons
2024,2022,7,10,soybean meal,to united states,Production,47621.0,1000 Metric Tons
2024,2022,7,10,soybean meal,to united states,Imports,575.0,1000 Metric Tons
2024,2022,7,10,soybean meal,to united states,Total Supply,48478.0,1000 Metric Tons
2024,2022,7,10,soybean meal,to united states,Industrial Domestic Consumption,0.0,1000 Metric Tons
2024,2022,9,4,wheat,to japan,Ending Stocks,1142.0,1000 Metric Tons
2024,2022,7,10,soybean meal,to united states,Food Use Domestic Consumption,0.0,1000 Metric Tons
2024,2022,7,10,soybean meal,to united states,Feed Waste Domestic Consumption,34946.0,1000 Metric Tons
2024,2022,7,10,soybean meal,to united states,Domestic Consumption,34946.0,1000 Metric Tons
2024,2022,7,10,soybean meal,to united states,Ending Stocks,336.0,1000 Metric Tons
2024,2022,7,10,soybean meal,to united states,Total Distribution,48478.0,1000 Metric Tons
2024,2022,7,10,soybean meal,to united states,Soybean Meal Equivalent,34946.0,1000 Metric Tons
2024,2021,7,11,soybeans,to china,Crush,90000.0,1000 Metric Tons
2024,2022,9,4,wheat,to japan,Total Distribution,7685.0,1000 Metric Tons
2024,2022,9,4,wheat,to japan,Domestic Consumption,6250.0,1000 Metric Tons
2024,2022,1,5,corn,to japan,Feed Domestic Consumption,11700.0,1000 Metric Tons
2024,2021,7,11,soybeans,to china,Exports,102.0,1000 Metric Tons
2024,2021,7,11,soybeans,to china,Total Supply,135548.0,1000 Metric Tons
2024,2021,7,11,soybeans,to china,Imports,90297.0,1000 Metric Tons
2024,2021,7,11,soybeans,to china,Production,16395.0,1000 Metric Tons
2024,2021,7,11,soybeans,to china,Beginning Stocks,28856.0,1000 Metric Tons
2024,2022,9,4,wheat,to japan,"Food, Seed, and Industrial Consumption",5500.0,1000 Metric Tons
2024,2022,1,5,corn,to japan,Trade Year Exports,0.0,1000 Metric Tons
2024,2022,1,5,corn,to japan,"Food, Seed, and Industrial Consumption",3300.0,1000 Metric Tons
2024,2022,1,5,corn,to japan,Domestic Consumption,15000.0,1000 Metric Tons
2024,2022,1,5,corn,to japan,Ending Stocks,1296.0,1000 Metric Tons
2024,2022,1,5,corn,to japan,Total Distribution,16296.0,1000 Metric Tons
2024,2022,1,5,corn,to japan,Yield,4.5,Yield (Metric Tons per Hectare)
2024,2021,7,11,soybeans,to china,Area Harvested,8415.0,1000 Hectares
2024,2021,5,9,corn,to china,Feed Domestic Consumption,209000.0,1000 Metric Tons
2023,2021,4,8,soybeans,to japan,Crush,2640.0,1000 Metric Tons
2023,2021,4,8,soybeans,to japan,Exports,0.0,1000 Metric Tons
2023,2021,4,8,soybeans,to japan,Feed Waste Domestic Consumption,96.0,1000 Metric Tons
2023,2021,4,8,soybeans,to japan,Total Supply,3859.0,1000 Metric Tons
2023,2021,4,8,soybeans,to japan,Imports,3455.0,1000 Metric Tons
2023,2021,4,8,soybeans,to japan,Production,238.0,1000 Metric Tons
2023,2021,4,8,soybeans,to japan,Beginning Stocks,166.0,1000 Metric Tons
2023,2021,4,8,soybeans,to japan,Area Harvested,146.0,1000 Hectares
2023,2021,4,8,soybeans,to japan,Food Use Domestic Consumption,880.0,1000 Metric Tons
2023,2021,11,2,soybean meal,to japan,Production,1946.0,1000 Metric Tons
2023,2021,4,8,soybeans,to japan,Domestic Consumption,3616.0,1000 Metric Tons
2023,2021,4,7,soybean oil,to japan,Domestic Consumption,533.0,1000 Metric Tons
2023,2021,4,7,soybean oil,to japan,Total Distribution,552.0,1000 Metric Tons
2023,2021,8,11,soybean oil,to mexico,Total Distribution,1516.0,1000 Metric Tons
2023,2021,8,11,soybean oil,to mexico,Ending Stocks,191.0,1000 Metric Tons
2023,2021,8,11,soybean oil,to mexico,Domestic Consumption,1300.0,1000 Metric Tons
2023,2021,8,11,soybean oil,to mexico,Feed Waste Domestic Consumption,0.0,1000 Metric Tons
2023,2021,8,11,soybean oil,to mexico,Food Use Domestic Consumption,1300.0,1000 Metric Tons
2023,2021,8,11,soybean oil,to mexico,Industrial Domestic Consumption,0.0,1000 Metric Tons
2023,2021,8,11,soybean oil,to mexico,Total Supply,1516.0,1000 Metric Tons
2023,2021,8,11,soybean oil,to mexico,Imports,187.0,1000 Metric Tons
2023,2021,8,11,soybean oil,to mexico,Production,1171.0,1000 Metric Tons
2023,2021,8,11,soybean oil,to mexico,Beginning Stocks,158.0,1000 Metric Tons
2023,2021,8,11,soybean oil,to mexico,Extraction Rate,0.1844,Percentage
2023,2021,8,11,soybean oil,to mexico,Crush,6350.0,1000 Metric Tons
2023,2021,8,12,corn,to japan,Area Harvested,1.0,1000 Hectares
2023,2021,8,12,corn,to japan,Beginning Stocks,1391.0,1000 Metric Tons
2023,2021,8,12,corn,to japan,Production,6.0,1000 Metric Tons
2023,2021,8,12,corn,to japan,Imports,15003.0,1000 Metric Tons
2023,2021,8,12,corn,to japan,Trade Year Imports,15003.0,1000 Metric Tons
2023,2021,8,12,corn,to japan,Trade Year Imports from U.S.,10099.0,1000 Metric Tons
2023,2021,8,12,corn,to japan,Total Supply,16400.0,1000 Metric Tons
2023,2021,8,12,corn,to japan,Exports,0.0,1000 Metric Tons
2023,2021,4,7,soybean oil,to japan,Ending Stocks,18.0,1000 Metric Tons
2023,2021,4,7,soybean oil,to japan,Feed Waste Domestic Consumption,0.0,1000 Metric Tons
2023,2021,8,12,corn,to japan,Feed Domestic Consumption,11700.0,1000 Metric Tons
2023,2021,4,7,soybean oil,to japan,Food Use Domestic Consumption,498.0,1000 Metric Tons
2023,2022,12,3,soybean oil,to mexico,Crush,6650.0,1000 Metric Tons
2023,2022,12,3,soybean oil,to mexico,Extraction Rate,0.1845,Percentage
2023,2022,12,3,soybean oil,to mexico,Beginning Stocks,191.0,1000 Metric Tons
2023,2022,12,3,soybean oil,to mexico,Production,1227.0,1000 Metric Tons
2023,2022,12,3,soybean oil,to mexico,Imports,97.0,1000 Metric Tons
2023,2022,12,3,soybean oil,to mexico,Total Supply,1515.0,1000 Metric Tons
2023,2022,12,3,soybean oil,to mexico,Exports,37.0,1000 Metric Tons
2023,2022,12,3,soybean oil,to mexico,Industrial Domestic Consumption,0.0,1000 Metric Tons
2023,2022,12,3,soybean oil,to mexico,Food Use Domestic Consumption,1305.0,1000 Metric Tons
2023,2022,12,3,soybean oil,to mexico,Feed Waste Domestic Consumption,0.0,1000 Metric Tons
2023,2022,12,3,soybean oil,to mexico,Domestic Consumption,1305.0,1000 Metric Tons
2023,2022,12,3,soybean oil,to mexico,Ending Stocks,173.0,1000 Metric Tons
2023,2022,12,3,soybean oil,to mexico,Total Distribution,1515.0,1000 Metric Tons
2023,2021,4,7,soybean oil,to japan,Crush,2640.0,1000 Metric Tons
2023,2021,4,7,soybean oil,to japan,Extraction Rate,0.1966,Percentage
2023,2021,4,7,soybean oil,to japan,Beginning Stocks,23.0,1000 Metric Tons
2023,2021,4,7,soybean oil,to japan,Production,519.0,1000 Metric Tons
2023,2021,4,7,soybean oil,to japan,Imports,10.0,1000 Metric Tons
2023,2021,4,7,soybean oil,to japan,Total Supply,552.0,1000 Metric Tons
2023,2021,4,7,soybean oil,to japan,Exports,1.0,1000 Metric Tons
2023,2021,4,7,soybean oil,to japan,Industrial Domestic Consumption,35.0,1000 Metric Tons
2023,2021,8,12,corn,to japan,Trade Year Exports,0.0,1000 Metric Tons
2023,2021,8,3,wheat,to japan,Yield,5.1364,Yield (Metric Tons per Hectare)
2023,2021,4,8,soybeans,to japan,Ending Stocks,243.0,1000 Metric Tons
2023,2021,11,2,soybean meal,to japan,Food Use Domestic Consumption,200.0,1000 Metric Tons
2023,2021,11,2,soybean meal,to japan,Domestic Consumption,3610.0,1000 Metric Tons
2023,2021,11,2,soybean meal,to japan,Ending Stocks,92.0,1000 Metric Tons
2023,2021,11,2,soybean meal,to japan,Total Distribution,3703.0,1000 Metric Tons
2023,2021,11,2,soybean meal,to japan,Soybean Meal Equivalent,3200.0,1000 Metric Tons
2023,2021,8,12,corn,to japan,Total Distribution,16400.0,1000 Metric Tons
2023,2021,8,12,corn,to japan,Yield,6.0,Yield (Metric Tons per Hectare)
2023,2021,9,12,soybean oil,to united states,Crush,59980.0,1000 Metric Tons
2023,2021,9,12,soybean oil,to united states,Extraction Rate,0.1978,Percentage
2023,2021,9,12,soybean oil,to united states,Beginning Stocks,967.0,1000 Metric Tons
2023,2021,9,12,soybean oil,to united states,Production,11864.0,1000 Metric Tons
2023,2021,9,12,soybean oil,to united states,Imports,137.0,1000 Metric Tons
2023,2021,9,12,soybean oil,to united states,Total Supply,12968.0,1000 Metric Tons
2023,2021,9,12,soybean oil,to united states,Exports,803.0,1000 Metric Tons
2023,2021,9,12,soybean oil,to united states,Industrial Domestic Consumption,4708.0,1000 Metric Tons
2023,2021,9,12,soybean oil,to united states,Food Use Domestic Consumption,6554.0,1000 Metric Tons
2023,2021,9,12,soybean oil,to united states,Feed Waste Domestic Consumption,0.0,1000 Metric Tons
2023,2021,9,12,soybean oil,to united states,Domestic Consumption,11262.0,1000 Metric Tons
2023,2021,9,12,soybean oil,to united states,Ending Stocks,903.0,1000 Metric Tons
2023,2021,9,12,soybean oil,to united states,Total Distribution,12968.0,1000 Metric Tons
2023,2021,4,8,soybeans,to japan,Yield,1.6301,Yield (Metric Tons per Hectare)
2023,2021,4,8,soybeans,to japan,Total Distribution,3859.0,1000 Metric Tons
2023,2021,11,2,soybean meal,to japan,Feed Waste Domestic Consumption,3200.0,1000 Metric Tons
2023,2021,11,2,soybean meal,to japan,Industrial Domestic Consumption,210.0,1000 Metric Tons
2023,2021,8,3,wheat,to japan,Total Distribution,7778.0,1000 Metric Tons
2023,2021,11,2,soybean meal,to japan,Exports,1.0,1000 Metric Tons
2023,2021,8,3,wheat,to japan,Ending Stocks,1176.0,1000 Metric Tons
2023,2021,8,3,wheat,to japan,Domestic Consumption,6300.0,1000 Metric Tons
2023,2021,8,3,wheat,to japan,"Food, Seed, and Industrial Consumption",5550.0,1000 Metric Tons
2023,2021,8,3,wheat,to japan,Feed Domestic Consumption,750.0,1000 Metric Tons
2023,2021,8,3,wheat,to japan,Trade Year Exports,302.0,1000 Metric Tons
2023,2021,8,3,wheat,to japan,Exports,302.0,1000 Metric Tons
2023,2021,8,3,wheat,to japan,Total Supply,7778.0,1000 Metric Tons
2023,2021,8,3,wheat,to japan,Trade Year Imports from U.S.,2311.0,1000 Metric Tons
2023,2021,8,3,wheat,to japan,Trade Year Imports,5605.0,1000 Metric Tons
2023,2021,8,3,wheat,to japan,Imports,5605.0,1000 Metric Tons
2023,2021,8,3,wheat,to japan,Production,1130.0,1000 Metric Tons
2023,2021,8,3,wheat,to japan,Beginning Stocks,1043.0,1000 Metric Tons
2023,2021,8,3,wheat,to japan,Area Harvested,220.0,1000 Hectares
2023,2021,8,12,corn,to japan,"Food, Seed, and Industrial Consumption",3340.0,1000 Metric Tons
2023,2021,8,12,corn,to japan,Domestic Consumption,15040.0,1000 Metric Tons
2023,2021,8,12,corn,to japan,Ending Stocks,1360.0,1000 Metric Tons
2023,2021,11,2,soybean meal,to japan,Crush,2640.0,1000 Metric Tons
2023,2021,11,2,soybean meal,to japan,Extraction Rate,0.7371,Percentage
2023,2021,11,2,soybean meal,to japan,Beginning Stocks,58.0,1000 Metric Tons
2023,2021,11,2,soybean meal,to japan,Imports,1699.0,1000 Metric Tons
2023,2021,11,2,soybean meal,to japan,Total Supply,3703.0,1000 Metric Tons
2023,2021,8,11,soybean oil,to mexico,Exports,25.0,1000 Metric Tons
