date_collected,week_ending_date,calendar_year,marketing_year,calendar_month,marketing_year_month,calendar_week,marketing_year_week,commodity,country,weekly_exports,accumulated_exports,outstanding_sales,gross_new_sales,current_marketing_year_net_sales,current_marketing_year_total_commitment,next_marketing_year_outstanding_sales,next_marketing_year_net_sales,unit
04-24-2026,2025-11-27,2025,2026,11,6,48,26,wheat,taiwan,0,500622,185350,0,0,685972,0,0,Metric Tons
04-24-2026,2025-11-27,2025,2026,11,6,48,26,wheat,vietnam,63870,418167,70400,244,-1130,488567,0,0,Metric Tons
04-24-2026,2025-11-27,2025,2026,11,6,48,26,wheat,honduras,18996,176529,88278,20342,20339,264807,0,0,Metric Tons
04-24-2026,2025-11-27,2025,2026,11,6,48,26,srw-wheat,indonesia,395,15410,2238,0,0,17648,0,0,Metric Tons
04-24-2026,2025-11-27,2025,2026,11,3,48,13,corn,south-korea,0,1958722,1810597,198000,198000,3769319,0,0,Metric Tons
04-24-2026,2025-11-27,2025,2026,11,6,48,26,hrw-wheat,canada,361,11269,3678,0,0,14947,0,0,Metric Tons
04-24-2026,2025-11-27,2025,2026,11,6,48,26,hrw-wheat,south-korea,0,206226,75945,25760,25760,282171,0,0,Metric Tons
04-24-2026,2025-11-27,2025,2026,11,2,48,9,soybean-oil,indonesia,0,0,19,0,0,19,0,0,Metric Tons
04-24-2026,2025-11-27,2025,2026,11,6,48,26,wheat,japan,36219,1028308,375709,509,509,1404017,0,0,Metric Tons
04-24-2026,2025-11-27,2025,2026,11,6,48,26,hrw-wheat,canada,361,11269,3678,0,0,14947,0,0,Metric Tons
04-24-2026,2025-11-27,2025,2026,11,3,48,13,soybeans,world,745287,11438510,10213809,1214788,1047766,21652319,22284,10000,Metric Tons
04-24-2026,2025-11-27,2025,2026,11,3,48,13,corn,japan,582770,3504765,2864594,338607,458270,6369359,25000,0,Metric Tons
04-24-2026,2025-11-27,2025,2026,11,3,48,13,corn,european-union,171833,2278618,190104,77994,181823,2468722,0,0,Metric Tons
04-24-2026,2025-11-27,2025,2026,11,6,48,26,wheat,philippines,0,1266873,838900,122250,122250,2105773,10450,0,Metric Tons
04-24-2026,2025-11-27,2025,2026,11,3,48,13,corn,taiwan,133571,617063,620769,9352,9279,1237832,0,0,Metric Tons
04-24-2026,2025-11-27,2025,2026,11,6,48,26,hrw-wheat,bangladesh,36321,218949,112000,60221,90221,330949,0,0,Metric Tons
04-24-2026,2025-11-27,2025,2026,11,6,48,26,srw-wheat,mexico,29380,520434,268081,27189,19189,788515,13000,0,Metric Tons
04-24-2026,2025-11-27,2025,2026,11,6,48,26,hrw-wheat,colombia,0,210143,34617,2000,2000,244760,0,0,Metric Tons
04-24-2026,2025-11-27,2025,2026,11,6,48,26,srw-wheat,nigeria,0,121445,0,0,0,121445,0,0,Metric Tons
04-24-2026,2025-11-27,2025,2026,11,3,48,13,soybeans,south-korea,0,183414,35040,0,0,218454,0,0,Metric Tons
04-24-2026,2025-11-27,2025,2026,11,3,48,13,soybeans,egypt,126926,1546900,458900,225926,288926,2005800,0,0,Metric Tons
04-24-2026,2025-11-27,2025,2026,11,6,48,26,hrw-wheat,mexico,48823,1070853,455138,22913,17728,1525991,2500,0,Metric Tons
04-24-2026,2025-11-27,2025,2026,11,3,48,13,soybeans,japan,57462,605345,409342,516,55768,1014687,7100,0,Metric Tons
04-24-2026,2025-11-27,2025,2026,11,6,48,26,wheat,egypt,0,38300,35000,0,0,73300,0,0,Metric Tons
04-24-2026,2025-11-27,2025,2026,11,3,48,13,soybeans,canada,718,11376,2652,1279,1279,14028,0,0,Metric Tons
04-24-2026,2025-11-27,2025,2026,11,6,48,26,hrw-wheat,vietnam,10244,189726,20400,244,244,210126,0,0,Metric Tons
04-24-2026,2025-11-27,2025,2026,11,6,48,26,srw-wheat,nigeria,0,121445,0,0,0,121445,0,0,Metric Tons
04-24-2026,2025-11-27,2025,2026,11,3,48,13,soybeans,taiwan,24263,565260,360581,9495,9132,925841,0,0,Metric Tons
04-24-2026,2025-11-27,2025,2026,11,2,48,9,soybean-oil,european-union,0,0,0,0,0,0,0,0,Metric Tons
04-24-2026,2025-11-27,2025,2026,11,6,48,26,hrw-wheat,thailand,0,126299,49000,0,0,175299,0,0,Metric Tons
04-24-2026,2025-11-27,2025,2026,11,6,48,26,hrw-wheat,colombia,0,210143,34617,2000,2000,244760,0,0,Metric Tons
04-24-2026,2025-11-27,2025,2026,11,6,48,26,hrw-wheat,world,134866,5143337,1726871,139588,134235,6870208,2500,0,Metric Tons
04-24-2026,2025-11-27,2025,2026,11,2,48,9,soybean-oil,colombia,0,2800,13000,8000,8000,15800,0,0,Metric Tons
04-24-2026,2025-11-27,2025,2026,11,3,48,13,soybeans,colombia,12969,128429,29000,7969,7969,157429,0,0,Metric Tons
04-24-2026,2025-11-27,2025,2026,11,6,48,26,srw-wheat,taiwan,0,6268,0,0,0,6268,0,0,Metric Tons
04-24-2026,2025-11-27,2025,2026,11,6,48,26,hrw-wheat,honduras,7997,45887,29089,8500,8497,74976,0,0,Metric Tons
04-24-2026,2025-11-27,2025,2026,11,2,48,9,soybean-meal,japan,262,86503,143752,733,506,230255,0,0,Metric Tons
04-24-2026,2025-11-27,2025,2026,11,2,48,9,soybean-meal,canada,8281,173439,397214,8623,8623,570653,488,0,Metric Tons
04-24-2026,2025-11-27,2025,2026,11,3,48,13,corn,guatemala,0,338192,325983,0,0,664175,0,0,Metric Tons
04-24-2026,2025-11-27,2025,2026,11,6,48,26,hrw-wheat,honduras,7997,45887,29089,8500,8497,74976,0,0,Metric Tons
04-24-2026,2025-11-27,2025,2026,11,2,48,9,soybean-meal,mexico,104831,441835,950189,31363,28877,1392024,0,0,Metric Tons
04-24-2026,2025-11-27,2025,2026,11,6,48,26,srw-wheat,indonesia,395,15410,2238,0,0,17648,0,0,Metric Tons
04-24-2026,2025-11-27,2025,2026,11,2,48,9,soybean-meal,thailand,0,1490,2010,0,0,3500,0,0,Metric Tons
04-24-2026,2025-11-27,2025,2026,11,3,48,13,corn,honduras,96019,314043,283800,9237,24304,597843,0,0,Metric Tons
04-24-2026,2025-11-27,2025,2026,11,2,48,9,soybean-meal,vietnam,31854,117394,123758,5210,5210,241152,0,0,Metric Tons
04-24-2026,2025-11-27,2025,2026,11,6,48,26,hrw-wheat,south-korea,0,206226,75945,25760,25760,282171,0,0,Metric Tons
04-24-2026,2025-11-27,2025,2026,11,3,48,13,corn,bangladesh,57855,57855,1111,0,-3145,58966,0,0,Metric Tons
04-24-2026,2025-11-27,2025,2026,11,3,48,13,corn,canada,11700,184905,211832,13866,12731,396737,0,0,Metric Tons
04-24-2026,2025-11-27,2025,2026,11,6,48,26,hrw-wheat,japan,0,408030,160003,0,0,568033,0,0,Metric Tons
04-24-2026,2025-11-27,2025,2026,11,6,48,26,srw-wheat,honduras,10999,60748,26689,1842,1842,87437,0,0,Metric Tons
04-24-2026,2025-11-27,2025,2026,11,6,48,26,wheat,mexico,93389,2150512,889834,61667,48482,3040346,15500,0,Metric Tons
04-24-2026,2025-11-27,2025,2026,11,6,48,26,hrw-wheat,nigeria,0,885832,53000,0,0,938832,0,0,Metric Tons
04-24-2026,2025-11-27,2025,2026,11,6,48,26,srw-wheat,guatemala,0,43302,9928,0,-7888,53230,0,0,Metric Tons
04-24-2026,2025-11-27,2025,2026,11,3,48,13,corn,colombia,195704,2098948,1133700,159522,180354,3232648,0,0,Metric Tons
04-24-2026,2025-11-27,2025,2026,11,3,48,13,corn,world,1897585,19659381,24696440,2050461,1792197,44355821,829712,5080,Metric Tons
04-24-2026,2025-11-27,2025,2026,11,3,48,13,soybeans,china,0,0,3015000,509000,509000,3015000,0,0,Metric Tons
04-24-2026,2025-11-27,2025,2026,11,3,48,13,soybeans,nigeria,0,0,0,0,0,0,0,0,Metric Tons
04-24-2026,2025-11-27,2025,2026,11,3,48,13,corn,philippines,815,5367,154064,60000,60000,159431,0,0,Metric Tons
04-24-2026,2025-11-27,2025,2026,11,3,48,13,soybeans,bangladesh,59747,968088,60066,0,4747,1028154,0,0,Metric Tons
04-24-2026,2025-11-27,2025,2026,11,6,48,26,wheat,bangladesh,36321,332790,277000,115221,145221,609790,0,0,Metric Tons
04-24-2026,2025-11-27,2025,2026,11,6,48,26,srw-wheat,thailand,0,1704,300,0,0,2004,0,0,Metric Tons
04-24-2026,2025-11-27,2025,2026,11,3,48,13,soybeans,thailand,5825,133106,76193,193,192,209299,0,0,Metric Tons
04-24-2026,2025-11-27,2025,2026,11,2,48,9,soybean-meal,egypt,0,0,1506,0,0,1506,0,0,Metric Tons
04-24-2026,2025-11-27,2025,2026,11,2,48,9,soybean-meal,european-union,180,62206,14128,7762,7762,76334,0,0,Metric Tons
04-24-2026,2025-11-27,2025,2026,11,6,48,26,srw-wheat,thailand,0,1704,300,0,0,2004,0,0,Metric Tons
04-24-2026,2025-11-27,2025,2026,11,6,48,26,srw-wheat,canada,0,0,0,0,0,0,0,0,Metric Tons
04-24-2026,2025-11-27,2025,2026,11,3,48,13,corn,indonesia,0,74829,0,0,0,74829,0,0,Metric Tons
04-24-2026,2025-11-27,2025,2026,11,3,48,13,corn,egypt,0,125845,7206,0,0,133051,0,0,Metric Tons
04-24-2026,2025-11-27,2025,2026,11,2,48,9,soybean-oil,guatemala,0,2095,10113,3113,3113,12208,0,0,Metric Tons
04-24-2026,2025-11-27,2025,2026,11,6,48,26,hrw-wheat,nigeria,0,885832,53000,0,0,938832,0,0,Metric Tons
04-24-2026,2025-11-27,2025,2026,11,2,48,9,soybean-meal,bangladesh,0,51700,0,0,0,51700,0,0,Metric Tons
04-24-2026,2025-11-27,2025,2026,11,6,48,26,hrw-wheat,mexico,48823,1070853,455138,22913,17728,1525991,2500,0,Metric Tons
04-24-2026,2025-11-27,2025,2026,11,6,48,26,wheat,south-korea,0,1035090,387451,95030,95030,1422541,0,0,Metric Tons
04-24-2026,2025-11-27,2025,2026,11,3,48,13,soybeans,mexico,84496,1667762,1699140,133325,180825,3366902,0,0,Metric Tons
04-24-2026,2025-11-27,2025,2026,11,6,48,26,wheat,world,361464,12917939,6021853,479948,460655,18939792,42823,0,Metric Tons
04-24-2026,2025-11-27,2025,2026,11,3,48,13,soybeans,vietnam,5209,471359,138189,2065,2032,609548,184,0,Metric Tons
04-24-2026,2025-11-20,2025,2026,11,3,47,12,soybeans,taiwan,92162,540997,375712,19787,17487,916709,0,0,Metric Tons
04-24-2026,2025-11-20,2025,2026,11,6,47,25,wheat,colombia,13639,455991,79817,1239,1239,535808,0,0,Metric Tons
04-24-2026,2025-11-20,2025,2026,11,6,47,25,hrw-wheat,indonesia,0,215035,70000,0,0,285035,0,0,Metric Tons
04-24-2026,2025-11-20,2025,2026,11,6,47,25,wheat,european-union,9983,191975,89017,0,0,280992,0,0,Metric Tons
04-24-2026,2025-11-20,2025,2026,11,3,47,12,corn,honduras,0,218024,355515,3016,3016,573539,0,0,Metric Tons
04-24-2026,2025-11-20,2025,2026,11,2,47,8,soybean-meal,canada,11739,165158,396872,9843,9836,562030,488,488,Metric Tons
04-24-2026,2025-11-20,2025,2026,11,6,47,25,hrw-wheat,philippines,0,44238,28000,0,0,72238,0,0,Metric Tons
04-24-2026,2025-11-20,2025,2026,11,3,47,12,corn,taiwan,14696,483492,745061,10053,55053,1228553,0,0,Metric Tons
04-24-2026,2025-11-20,2025,2026,11,2,47,8,soybean-oil,guatemala,0,2095,7000,500,500,9095,0,0,Metric Tons
04-24-2026,2025-11-20,2025,2026,11,6,47,25,wheat,mexico,35891,2057123,934741,79625,79492,2991864,15500,0,Metric Tons
04-24-2026,2025-11-20,2025,2026,11,3,47,12,soybeans,japan,13374,547883,411036,5667,16967,958919,7100,0,Metric Tons
04-24-2026,2025-11-20,2025,2026,11,2,47,8,soybean-meal,egypt,0,0,1506,0,0,1506,0,0,Metric Tons
04-24-2026,2025-11-20,2025,2026,11,6,47,25,srw-wheat,china,0,0,125000,0,0,125000,0,0,Metric Tons
04-24-2026,2025-11-20,2025,2026,11,6,47,25,wheat,bangladesh,56891,296469,168100,1891,1891,464569,0,0,Metric Tons
04-24-2026,2025-11-20,2025,2026,11,2,47,8,soybean-oil,mexico,2145,19692,34591,1959,1959,54283,0,0,Metric Tons
04-24-2026,2025-11-20,2025,2026,11,2,47,8,soybean-meal,vietnam,2645,85540,150402,15031,15017,235942,0,0,Metric Tons
04-24-2026,2025-11-20,2025,2026,11,2,47,8,soybean-meal,guatemala,13702,77803,119861,2067,4033,197664,0,0,Metric Tons
04-24-2026,2025-11-20,2025,2026,11,2,47,8,soybean-oil,china,0,0,0,0,0,0,0,0,Metric Tons
04-24-2026,2025-11-20,2025,2026,11,3,47,12,corn,bangladesh,0,0,62111,0,0,62111,0,0,Metric Tons
04-24-2026,2025-11-20,2025,2026,11,2,47,8,soybean-meal,bangladesh,51700,51700,0,4700,4700,51700,0,0,Metric Tons
04-24-2026,2025-11-20,2025,2026,11,6,47,25,srw-wheat,guatemala,8005,43302,17816,389,389,61118,0,0,Metric Tons
04-24-2026,2025-11-20,2025,2026,11,6,47,25,hrw-wheat,japan,8229,408030,160003,221,221,568033,0,0,Metric Tons
04-24-2026,2025-11-20,2025,2026,11,3,47,12,corn,egypt,0,125845,7206,0,0,133051,0,0,Metric Tons
04-24-2026,2025-11-20,2025,2026,11,2,47,8,soybean-oil,world,2724,40560,132569,7642,7540,173129,27486,-7488,Metric Tons
04-24-2026,2025-11-20,2025,2026,11,3,47,12,soybeans,bangladesh,153660,908341,115066,9726,64726,1023407,0,0,Metric Tons
04-24-2026,2025-11-20,2025,2026,11,2,47,8,soybean-meal,thailand,0,1490,2010,0,0,3500,0,0,Metric Tons
04-24-2026,2025-11-20,2025,2026,11,6,47,25,hrw-wheat,canada,475,10908,4039,0,0,14947,0,0,Metric Tons
04-24-2026,2025-11-20,2025,2026,11,3,47,12,soybeans,philippines,1102,20863,26123,3162,3162,46986,0,0,Metric Tons
04-24-2026,2025-11-20,2025,2026,11,3,47,12,soybeans,south-korea,160,183414,35040,0,0,218454,0,0,Metric Tons
04-24-2026,2025-11-20,2025,2026,11,6,47,25,srw-wheat,vietnam,0,5193,0,0,0,5193,0,0,Metric Tons
04-24-2026,2025-11-20,2025,2026,11,6,47,25,srw-wheat,indonesia,0,15015,2633,400,400,17648,0,0,Metric Tons
04-24-2026,2025-11-20,2025,2026,11,6,47,25,wheat,honduras,0,157533,86935,8139,8000,244468,0,0,Metric Tons
04-24-2026,2025-11-20,2025,2026,11,6,47,25,srw-wheat,south-korea,0,985,0,0,0,985,0,0,Metric Tons
04-24-2026,2025-11-20,2025,2026,11,6,47,25,hrw-wheat,philippines,0,44238,28000,0,0,72238,0,0,Metric Tons
04-24-2026,2025-11-20,2025,2026,11,3,47,12,soybeans,world,763473,10693223,9911330,2455404,2320691,20604553,12284,0,Metric Tons
04-24-2026,2025-11-20,2025,2026,11,6,47,25,hrw-wheat,honduras,0,37890,28589,5139,5000,66479,0,0,Metric Tons
04-24-2026,2025-11-20,2025,2026,11,6,47,25,srw-wheat,vietnam,0,5193,0,0,0,5193,0,0,Metric Tons
04-24-2026,2025-11-20,2025,2026,11,2,47,8,soybean-meal,china,0,0,0,0,0,0,0,0,Metric Tons
04-24-2026,2025-11-20,2025,2026,11,6,47,25,hrw-wheat,world,108458,5008471,1727502,62929,61472,6735973,2500,0,Metric Tons
04-24-2026,2025-11-20,2025,2026,11,6,47,25,wheat,indonesia,0,743068,187633,400,400,930701,0,0,Metric Tons
04-24-2026,2025-11-20,2025,2026,11,3,47,12,soybeans,nigeria,0,0,0,0,0,0,0,0,Metric Tons
04-24-2026,2025-11-20,2025,2026,11,6,47,25,hrw-wheat,mexico,18779,1022030,486233,49674,49626,1508263,2500,0,Metric Tons
04-24-2026,2025-11-20,2025,2026,11,6,47,25,hrw-wheat,nigeria,38783,885832,53000,783,783,938832,0,0,Metric Tons
04-24-2026,2025-11-20,2025,2026,11,6,47,25,hrw-wheat,canada,475,10908,4039,0,0,14947,0,0,Metric Tons
04-24-2026,2025-11-20,2025,2026,11,6,47,25,hrw-wheat,colombia,0,210143,32617,0,0,242760,0,0,Metric Tons
04-24-2026,2025-11-20,2025,2026,11,6,47,25,wheat,thailand,0,300660,213800,0,0,514460,0,0,Metric Tons
04-24-2026,2025-11-20,2025,2026,11,6,47,25,srw-wheat,nigeria,0,121445,0,0,0,121445,0,0,Metric Tons
04-24-2026,2025-11-20,2025,2026,11,3,47,12,corn,indonesia,0,74829,0,0,0,74829,0,0,Metric Tons
04-24-2026,2025-11-20,2025,2026,11,2,47,8,soybean-meal,south-korea,218,516,3406,0,0,3922,0,0,Metric Tons
04-24-2026,2025-11-20,2025,2026,11,6,47,25,wheat,taiwan,46823,500622,185350,1923,1923,685972,0,0,Metric Tons
04-24-2026,2025-11-20,2025,2026,11,6,47,25,srw-wheat,indonesia,0,15015,2633,400,400,17648,0,0,Metric Tons
04-24-2026,2025-11-20,2025,2026,11,2,47,8,soybean-meal,honduras,27765,65825,81096,7554,-752,146921,0,0,Metric Tons
04-24-2026,2025-11-20,2025,2026,11,2,47,8,soybean-meal,european-union,18712,62026,6546,1492,18492,68572,0,0,Metric Tons
04-24-2026,2025-11-20,2025,2026,11,3,47,12,corn,pakistan,0,0,96,0,0,96,0,0,Metric Tons
04-24-2026,2025-11-20,2025,2026,11,6,47,25,srw-wheat,colombia,13639,168127,16700,1239,1239,184827,0,0,Metric Tons
04-24-2026,2025-11-20,2025,2026,11,2,47,8,soybean-meal,taiwan,50,2850,1892,0,0,4742,0,0,Metric Tons
04-24-2026,2025-11-20,2025,2026,11,6,47,25,srw-wheat,world,75576,1763259,881562,16880,7,2644821,29873,7500,Metric Tons
04-24-2026,2025-11-20,2025,2026,11,2,47,8,soybean-meal,world,336712,2210514,4946253,195606,150951,7156767,488,488,Metric Tons
04-24-2026,2025-11-20,2025,2026,11,6,47,25,hrw-wheat,south-korea,7590,206226,50185,690,690,256411,0,0,Metric Tons
04-24-2026,2025-11-20,2025,2026,11,6,47,25,hrw-wheat,taiwan,8872,104094,41150,422,422,145244,0,0,Metric Tons
04-24-2026,2025-11-20,2025,2026,11,3,47,12,corn,philippines,0,4552,94879,0,0,99431,0,0,Metric Tons
04-24-2026,2025-11-20,2025,2026,11,3,47,12,corn,colombia,133215,1903244,1149050,149364,132515,3052294,0,0,Metric Tons
04-24-2026,2025-11-20,2025,2026,11,6,47,25,hrw-wheat,south-korea,7590,206226,50185,690,690,256411,0,0,Metric Tons
04-24-2026,2025-11-20,2025,2026,11,3,47,12,corn,canada,16625,173205,210801,17189,16852,384006,0,0,Metric Tons
04-24-2026,2025-11-20,2025,2026,11,6,47,25,wheat,world,445540,12556475,5922662,381073,361715,18479137,42823,7500,Metric Tons
04-24-2026,2025-11-20,2025,2026,11,3,47,12,corn,world,1531636,17761796,24801828,1935984,1843163,42563624,824632,0,Metric Tons
04-24-2026,2025-11-20,2025,2026,11,6,47,25,hrw-wheat,china,0,0,0,0,0,0,0,0,Metric Tons
04-24-2026,2025-11-20,2025,2026,11,6,47,25,hrw-wheat,thailand,0,126299,49000,0,0,175299,0,0,Metric Tons
04-24-2026,2025-11-20,2025,2026,11,3,47,12,soybeans,pakistan,0,823459,70500,0,-124500,893959,0,0,Metric Tons
04-24-2026,2025-11-20,2025,2026,11,6,47,25,srw-wheat,honduras,0,49749,35846,2000,2000,85595,0,0,Metric Tons
04-24-2026,2025-11-20,2025,2026,11,3,47,12,soybeans,indonesia,12109,422933,340654,22316,21252,763587,0,0,Metric Tons
04-24-2026,2025-11-20,2025,2026,11,6,47,25,srw-wheat,mexico,14486,491054,278272,8881,8881,769326,13000,0,Metric Tons
04-24-2026,2025-11-20,2025,2026,11,6,47,25,srw-wheat,thailand,0,1704,300,0,0,2004,0,0,Metric Tons
04-24-2026,2025-11-20,2025,2026,11,3,47,12,corn,japan,346210,2921995,2989094,632890,685989,5911089,25000,0,Metric Tons
04-24-2026,2025-11-20,2025,2026,11,2,47,8,soybean-oil,indonesia,0,0,19,0,0,19,0,0,Metric Tons
04-24-2026,2025-11-20,2025,2026,11,2,47,8,soybean-meal,indonesia,1213,11839,56594,4008,4008,68433,0,0,Metric Tons
04-24-2026,2025-11-20,2025,2026,11,2,47,8,soybean-oil,colombia,0,2800,5000,5000,5000,7800,0,0,Metric Tons
04-24-2026,2025-11-20,2025,2026,11,6,47,25,hrw-wheat,nigeria,38783,885832,53000,783,783,938832,0,0,Metric Tons
04-24-2026,2025-11-20,2025,2026,11,3,47,12,soybeans,mexico,70750,1583266,1602811,25250,24544,3186077,0,0,Metric Tons
04-24-2026,2025-11-20,2025,2026,11,2,47,8,soybean-oil,honduras,0,1557,3200,0,0,4757,0,0,Metric Tons
04-24-2026,2025-11-20,2025,2026,11,6,47,25,srw-wheat,colombia,13639,168127,16700,1239,1239,184827,0,0,Metric Tons
04-24-2026,2025-11-20,2025,2026,11,6,47,25,hrw-wheat,mexico,18779,1022030,486233,49674,49626,1508263,2500,0,Metric Tons
04-24-2026,2025-11-20,2025,2026,11,3,47,12,soybeans,vietnam,81150,466150,141366,10135,76135,607516,184,0,Metric Tons
04-24-2026,2025-11-20,2025,2026,11,3,47,12,soybeans,thailand,5431,127281,81826,12149,12149,209107,0,0,Metric Tons
04-24-2026,2025-11-20,2025,2026,11,3,47,12,soybeans,european-union,72475,2136254,344500,61475,61475,2480754,0,0,Metric Tons
04-24-2026,2025-11-20,2025,2026,11,6,47,25,hrw-wheat,guatemala,0,86056,0,0,0,86056,0,0,Metric Tons
04-24-2026,2025-11-20,2025,2026,11,3,47,12,corn,south-korea,136788,1958722,1612597,401867,461867,3571319,0,0,Metric Tons
04-24-2026,2025-11-20,2025,2026,11,6,47,25,hrw-wheat,bangladesh,0,182628,58100,0,0,240728,0,0,Metric Tons
04-24-2026,2025-11-20,2025,2026,11,2,47,8,soybean-oil,japan,0,0,0,0,0,0,0,0,Metric Tons
04-24-2026,2025-11-20,2025,2026,11,3,47,12,soybeans,colombia,30779,115460,34000,999,10779,149460,0,0,Metric Tons
04-24-2026,2025-11-20,2025,2026,11,2,47,8,soybean-oil,european-union,0,0,0,0,0,0,0,0,Metric Tons
04-24-2026,2025-11-20,2025,2026,11,6,47,25,hrw-wheat,guatemala,0,86056,0,0,0,86056,0,0,Metric Tons
04-24-2026,2025-11-20,2025,2026,11,6,47,25,wheat,china,0,0,387000,132000,197000,387000,0,0,Metric Tons
04-24-2026,2025-11-20,2025,2026,11,6,47,25,srw-wheat,nigeria,0,121445,0,0,0,121445,0,0,Metric Tons
04-24-2026,2025-11-20,2025,2026,11,6,47,25,hrw-wheat,thailand,0,126299,49000,0,0,175299,0,0,Metric Tons
04-24-2026,2025-11-20,2025,2026,11,6,47,25,srw-wheat,guatemala,8005,43302,17816,389,389,61118,0,0,Metric Tons
04-24-2026,2025-11-20,2025,2026,11,6,47,25,wheat,guatemala,8005,227255,17816,389,389,245071,0,0,Metric Tons
04-24-2026,2025-11-20,2025,2026,11,3,47,12,corn,vietnam,133039,374806,239086,5700,69626,613892,0,0,Metric Tons
04-24-2026,2025-11-20,2025,2026,11,6,47,25,wheat,philippines,99015,1266873,716650,2743,2015,1983523,10450,0,Metric Tons
04-24-2026,2025-11-20,2025,2026,11,6,47,25,wheat,canada,588,16572,5408,0,-15,21980,0,0,Metric Tons
04-24-2026,2025-11-20,2025,2026,11,3,47,12,soybeans,honduras,0,0,0,0,0,0,0,0,Metric Tons
04-24-2026,2025-11-20,2025,2026,11,6,47,25,srw-wheat,taiwan,0,6268,0,0,0,6268,0,0,Metric Tons
04-24-2026,2025-11-20,2025,2026,11,3,47,12,corn,guatemala,25694,338192,325983,436,9819,664175,0,0,Metric Tons
04-24-2026,2025-11-20,2025,2026,11,6,47,25,hrw-wheat,bangladesh,0,182628,58100,0,0,240728,0,0,Metric Tons
04-24-2026,2025-11-20,2025,2026,11,6,47,25,srw-wheat,china,0,0,125000,0,0,125000,0,0,Metric Tons
04-24-2026,2025-11-20,2025,2026,11,6,47,25,hrw-wheat,taiwan,8872,104094,41150,422,422,145244,0,0,Metric Tons
04-24-2026,2025-11-20,2025,2026,11,6,47,25,wheat,egypt,0,38300,35000,0,0,73300,0,0,Metric Tons
04-24-2026,2025-11-20,2025,2026,11,3,47,12,soybeans,china,0,0,2506000,2142000,2142000,2506000,0,0,Metric Tons
04-24-2026,2025-11-20,2025,2026,11,2,47,8,soybean-meal,colombia,34691,259761,439074,53619,42071,698835,0,0,Metric Tons
04-24-2026,2025-11-20,2025,2026,11,6,47,25,srw-wheat,thailand,0,1704,300,0,0,2004,0,0,Metric Tons
04-24-2026,2025-11-20,2025,2026,11,6,47,25,wheat,vietnam,0,354297,135400,0,0,489697,0,0,Metric Tons
04-24-2026,2025-11-20,2025,2026,11,6,47,25,hrw-wheat,world,108458,5008471,1727502,62929,61472,6735973,2500,0,Metric Tons
04-24-2026,2025-11-20,2025,2026,11,6,47,25,hrw-wheat,vietnam,0,179482,30400,0,0,209882,0,0,Metric Tons
04-24-2026,2025-11-20,2025,2026,11,6,47,25,wheat,japan,33946,992089,411419,970,970,1403508,0,0,Metric Tons
04-24-2026,2025-11-20,2025,2026,11,6,47,25,hrw-wheat,japan,8229,408030,160003,221,221,568033,0,0,Metric Tons
04-24-2026,2025-11-20,2025,2026,11,3,47,12,soybeans,canada,1088,10658,2091,0,0,12749,0,0,Metric Tons
04-24-2026,2025-11-20,2025,2026,11,6,47,25,srw-wheat,taiwan,0,6268,0,0,0,6268,0,0,Metric Tons
04-24-2026,2025-11-20,2025,2026,11,6,47,25,hrw-wheat,vietnam,0,179482,30400,0,0,209882,0,0,Metric Tons
04-24-2026,2025-11-20,2025,2026,11,6,47,25,srw-wheat,world,75576,1763259,881562,16880,7,2644821,29873,7500,Metric Tons
04-24-2026,2025-11-20,2025,2026,11,3,47,12,corn,china,0,0,0,0,0,0,0,0,Metric Tons
04-24-2026,2025-11-20,2025,2026,11,6,47,25,wheat,south-korea,33000,1035090,292421,3000,3000,1327511,0,0,Metric Tons
04-24-2026,2025-11-20,2025,2026,11,3,47,12,corn,mexico,446590,5693909,9111446,199587,271817,14805355,799632,0,Metric Tons
04-24-2026,2025-11-20,2025,2026,11,6,47,25,wheat,nigeria,38783,1097902,53000,783,783,1150902,0,0,Metric Tons
04-24-2026,2025-11-20,2025,2026,11,6,47,25,srw-wheat,honduras,0,49749,35846,2000,2000,85595,0,0,Metric Tons
04-24-2026,2025-11-20,2025,2026,11,6,47,25,hrw-wheat,colombia,0,210143,32617,0,0,242760,0,0,Metric Tons
04-24-2026,2025-11-20,2025,2026,11,3,47,12,corn,european-union,218998,2106785,180114,57774,103998,2286899,0,0,Metric Tons
04-24-2026,2025-11-20,2025,2026,11,2,47,8,soybean-meal,japan,589,86241,143508,1416,1017,229749,0,0,Metric Tons
04-24-2026,2025-11-20,2025,2026,11,3,47,12,soybeans,egypt,57702,1419974,296900,0,-5298,1716874,0,0,Metric Tons
04-24-2026,2025-11-20,2025,2026,11,6,47,25,srw-wheat,mexico,14486,491054,278272,8881,8881,769326,13000,0,Metric Tons
04-24-2026,2025-11-20,2025,2026,11,6,47,25,srw-wheat,canada,0,0,0,0,0,0,0,0,Metric Tons
04-24-2026,2025-11-20,2025,2026,11,6,47,25,hrw-wheat,honduras,0,37890,28589,5139,5000,66479,0,0,Metric Tons
04-24-2026,2025-11-20,2025,2026,11,2,47,8,soybean-meal,mexico,50945,337004,1026143,12831,11426,1363147,0,0,Metric Tons
04-24-2026,2025-11-20,2025,2026,11,6,47,25,hrw-wheat,china,0,0,0,0,0,0,0,0,Metric Tons
04-24-2026,2025-11-20,2025,2026,11,2,47,8,soybean-oil,south-korea,0,0,0,0,0,0,0,0,Metric Tons
